Ken,gdpr recital,bdpr recital,similarity
,supervisory authority whose staff has caused damage to any person in the territory of another member state shall reimburse that other member state in full any sums it has paid to the persons entitled on their behalf.,of the damage.,0.204683291
,the arrangement referred to in paragraph 1 shall duly reflect the respective roles and relationships of the joint controllers vis-à-vis the data subjects. the essence of the arrangement shall be made available to the data subject.,"§4 controllers shall not condition the participation of data subjects, as referred to in",0.203287196
,issue opinions on codes of conduct drawn up at union level pursuant to article 40(9); and,– the level of damage;,0.203138081
,to issue reprimands to a controller or a processor where processing operations have infringed provisions of this regulation;,"– to request, at any time, that entities of the public authority carry out operations of processing of personal data to give specific report about the scope and nature of the data and other details of the processing, and may issue complementary technical opinion to ensure compliance with this law;",0.202965115
,"without prejudice to chapter viii, the competent supervisory authority or the national accreditation body shall revoke an accreditation of a certification body pursuant to paragraph 1 of this article where the conditions for the accreditation are not, or are no longer, met or where actions taken by a certification body infringe this regulation.","- research body: body or entity from the direct or indirect public administration or nonprofit legal entity of private law, legally organized under the brazilian law, with headquarters and jurisdiction in the country. this body or entity includes in its institutional mission, in its corporate or statutory purposes basic or applied research of historical, scientific, technological or statistical nature; and (new wording given by law no. 13,853/2019)",0.20282827
,"a monitoring, inspection or regulatory function connected, even occasionally, to the exercise of official authority in the cases referred to in points (a) to (e) and (g);","anpd’s regulatory, monitoring and punitive duties.",0.202518622
,administrative and judicial redress for the data subjects whose personal data are being transferred;,– the existence of judicial and institutional guarantees for respecting the rights concerning personal data protection; and,0.202294135
,"without prejudice to the exercise of its rights vis-à-vis third parties and with the exception of paragraph 5, each member state shall refrain, in the case provided for in paragraph 1, from requesting reimbursement from another member state in relation to damage referred to in paragraph 4.",of the damage.,0.20221753
,"each member state shall ensure that each supervisory authority is subject to financial control which does not affect its independence and that it has separate, public annual budgets, which may be part of the overall state or national budget.","§3 the provisions of necessary positions and functions to the creation and performance of the anpd are conditioned to express physical and financial authorization in the annual budget law and to the permission in the budget directives law. (included by law no. 13,853/2019)",0.201779945
,each supervisory authority shall act with complete independence in performing its tasks and exercising its powers in accordance with this regulation.,"§3 when processing originates from the consent of the data subject or from a contract, the data subject may request a complete electronic copy of her/his personal data, subject to commercial and industrial secrecy, in accordance with regulations of the national authority, in a format that allows its subsequent use, including for other processing operations.",0.201384987
,to notify decisions adopted by the board pursuant to article 65 to the lead supervisory authority and the supervisory authorities concerned;,"§5 guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of art. 46 of this law.",0.201205781
,the acceptance by the controller or processor established on the territory of a member state of liability for any breaches of the binding corporate rules by any member concerned not,binding corporate rules6;,0.201078033
,"on duly justified imperative grounds of urgency, the commission shall adopt immediately applicable implementing acts in accordance with the procedure referred to in article 93(3).","§4 if it is impossible to immediately adopt the measure mentioned in §3 of this article, the controller shall send a reply to the data subject in which she/he may:",0.200837311
,"to impose an administrative fine pursuant to article 83, in addition to, or instead of measures referred to in this paragraph, depending on the circumstances of each individual case;","– daily fine, subject to the total maximum referred to in item ii;",0.200316283
,the chair shall have the following tasks:,"§1 the sanctions shall be applied following an administrative procedure that will provide opportunity for a full defense, in a gradual, single or cumulative manner, in accordance with the peculiarities of the particular case and taking into consideration the following parameters and criteria:",0.199699178
,"the existence of appropriate safeguards, which may include encryption or pseudonymisation.",i – confirmation of the existence of the processing; ii – access to the data;,0.199631416
,the delegation of power referred to in article 12(8) and article 43(8) may be revoked at any time by the european parliament or by the council. a decision of revocation shall put an end to the delegation of power specified in that decision. it shall take effect the day following that of its publication in the official journal of the european union or at a later date specified therein. it shall not affect the validity of any delegated acts already in force.,"§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.199516323
,"the recipients or categories of recipient to whom the personal data have been or will be disclosed, in particular recipients in third countries or international organisations;",- to countries or international organizations that provide a level of protection of personal data that is adequate to the provisions of this law;,0.199449504
,"by 25 may 2020 and every four years thereafter, the commission shall submit a report on the evaluation and review of this regulation to the european parliament and to the council. the reports shall be made public.","§4 the term of the first members of the board of directors will be of two, three, four, five and six years, as provided for in the appointment.",0.199160511
,"in the case of a personal data breach, the controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons. where the notification to the supervisory authority is not made within 72 hours, it shall be accompanied by reasons for the delay.",– the proportionality between the severity of the breach and the intensity of the sanction.,0.199047321
,the power to adopt delegated acts is conferred on the commission subject to the conditions laid down in this article.,"§4 if it is impossible to immediately adopt the measure mentioned in §3 of this article, the controller shall send a reply to the data subject in which she/he may:",0.198941135
,the supervisory authority with which the complaint has been lodged shall inform the complainant on the progress and the outcome of the complaint including the possibility of a judicial remedy pursuant to article 78.,"§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.198902743
,"where, in accordance with paragraph 1, staff of a seconding supervisory authority operate in another member state, the member state of the host supervisory authority shall assume responsibility for their actions, including liability, for any damage caused by them during their operations, in accordance with the law of the member state in whose territory they are operating.",§1 data collected in the national territory are considered to be those whose data subject is in the national territory at the time of collection.,0.198813343
,the categories of personal data concerned;,– three (3) representatives from trade union confederations representing the economic categories of the sector;,0.198433145
,"without prejudice to any other administrative or non-judicial remedy, each data subject shall have the right to a an effective judicial remedy where the supervisory authority which is competent pursuant to articles 55 and 56 does not handle a complaint or does not inform the data subject within three months on the progress or outcome of the complaint lodged pursuant to article 77.",§7 the portability of personal data referred to in item v of the lead sentence of this article does not include data that have already been anonymized by the controller.,0.197784987
,"information provided under articles 13 and 14 and any communication and any actions taken under articles 15 to 22 and 34 shall be provided free of charge. where requests from a data subject are manifestly unfounded or excessive, in particular because of their repetitive character, the controller may either:","§4 the consent requirement provided in the lead sentence of this article is waived for data manifestly made public by the data subject, safeguarding the rights of the data subject and the principles provided in this law.",0.197725646
,the certification shall be voluntary and available via a process that is transparent.,§3 it is prohibited to process personal data if the consent is defective.,0.197501018
,demonstrated its independence and expertise in relation to the subject-matter of the code to the satisfaction of the competent supervisory authority;,"§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.197381411
,"this regulation applies to the processing of personal data by a controller not established in the union, but in a place where member state law applies by virtue of public international law.","sole paragraph. for purposes of item i of this article, the legal entities of public law referred to in the sole paragraph of art. 1 of law no. 12,527, of november 18, 2011 (the “brazilian access to information law”), within their legal capabilities, and those parties accountable, within the scope of their activities, may request the national authority to evaluate the level of protection of personal data provided by a country or international organization.",0.197051896
,"processing on a large scale of special categories of data referred to in article 9(1), or of personal data relating to criminal convictions and offences referred to in article 10; or","§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.196966211
,the national accreditation body named in accordance with regulation (ec) no 765/2008 of the european parliament and of the counciin accordance with en-iso/iec 17065/2012 and with the additional requirements established by the supervisory authority which is competent pursuant to article 55 or 56.,"– adequacy: compatibility of the processing with the purposes communicated to the data subject, in accordance with the context of the processing;",0.196688016
,"the competent supervisory authority shall revoke the accreditation of a body as referred to in paragraph 1 if the conditions for accreditation are not, or are no longer, met or where actions taken by the body infringe this regulation.","- research body: body or entity from the direct or indirect public administration or nonprofit legal entity of private law, legally organized under the brazilian law, with headquarters and jurisdiction in the country. this body or entity includes in its institutional mission, in its corporate or statutory purposes basic or applied research of historical, scientific, technological or statistical nature; and (new wording given by law no. 13,853/2019)",0.196488651
,"authorisations by a member state or supervisory authority on the basis of article 26(2) of directive 95/46/ec shall remain valid until amended, replaced or repealed, if necessary, by that supervisory authority. decisions adopted by the commission on the basis of article 26(4) of directive 95/46/ec shall remain in force until amended, replaced or repealed, if necessary, by a commission decision adopted in accordance with paragraph 2 of this article.",– in the exceptions contained in §1 of art. 26 of this law.,0.196329753
,to convene the meetings of the board and prepare its agenda;,- prepare annual reports to evaluate the execution of the actions of the personal data protection and privacy national policy;,0.196225374
,"for the establishment, exercise or defence of legal claims.","§3 when the processing of personal data is a condition for the provision of a product or service or for the exercise of a right, the data subject shall be informed with special highlight of this fact and of the means by which she/he may exercise her/his data subject’s rights as listed in art. 18 of this law.",0.196155276
,"promote public awareness and understanding of the risks, rules, safeguards and rights in relation to processing. activities addressed specifically to children shall receive specific attention;","§3 the anpd and other public bodies and entities responsible for regulating specific sectors of economic and governmental activity shall coordinate their activities, in their respective spheres of action, in order to ensure the fulfillment of their duties efficiently and to promote the adequate functioning of regulated sectors, according to specific and sectoral legislation, and the processing of personal data, in conformity with this law.",0.195564262
,the specification of the controller or categories of controllers;,"§4 controllers shall not condition the participation of data subjects, as referred to in",0.195426406
,"the information to be provided to data subjects pursuant to articles 13 and 14 may be provided in combination with standardised icons in order to give in an easily visible, intelligible and clearly legible manner a meaningful overview of the intended processing. where the icons are presented electronically they shall be machine-readable.","sole paragraph. the information to be given to the national authority referred to in this article shall be subject to regulation.” (included by law no. 13,853/2019)",0.195225117
,provisions to be inserted into administrative arrangements between public authorities or bodies which include enforceable and effective data subject rights.,§1 in order to ensure the effective compensation to the data subject:,0.195208727
,"conduct investigations on the application of this regulation, including on the basis of information received from another supervisory authority or other public authority;",§1 the national authority may provide for the forms of disclosing information on data processing operations.,0.195028255
,to accredit certification bodies pursuant to article 43;,– to report to the internal control bodies any violation to the provisions set forth in this law performed by bodies and entities of the federal public administration;,0.194830064
,"each supervisory authority shall contribute to the consistent application of this regulation throughout the union. for that purpose, the supervisory authorities shall cooperate with each other and the commission in accordance with chapter vii.","§5 guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of art. 46 of this law.",0.194632819
,"the supervisory authority referred to in paragraph 1 shall take utmost account of the opinion of the board and shall, within two weeks after receiving the opinion, communicate to the chair of the board by electronic means whether it will maintain or amend its draft decision and, if any, the amended draft decision, using a standardised format.","§4 the term of the first members of the board of directors will be of two, three, four, five and six years, as provided for in the appointment.",0.194558872
,each member state shall ensure that each supervisory authority chooses and has its own staff which shall be subject to the exclusive direction of the member or members of the supervisory authority concerned.,"§1 the determination of what is considered reasonable shall take objective factors into account, such as cost and time necessary to reverse the process of anonymization, depending on the available technology, and the exclusive use of its own means.",0.194438679
,the secretariat shall perform its tasks exclusively under the instructions of the chair of the board.,i – is done by a natural person exclusively for private and non-economic purposes; ii – is done exclusively:,0.194211675
,the complaint procedures;,"– when necessary for the execution of a contract or preliminary procedures related to a contract of which the data subject is a party, at the request of the data subject;",0.194146897
,"disclosure by transmission, dissemination or otherwise making available, alignment or combination, restriction, erasure or destruction;","– security: use of technical and administrative measures which are able to protect personal data from unauthorized accesses and accidental or unlawful situations of destruction, loss, alteration, communication or dissemination;",0.193629278
,carry out the accreditation of certification bodies and its periodic review pursuant to article 43 and maintain a public register of accredited bodies pursuant to article 43(6) and of the accredited controllers or processors established in third countries pursuant to article 42(7);,– to report to the internal control bodies any violation to the provisions set forth in this law performed by bodies and entities of the federal public administration;,0.1934491
,any obligations pursuant to member state law adopted under chapter ix;,viii – (vetoed); ix – (vetoed);,0.192853483
,the requested supervisory authority shall not refuse to comply with the request unless:,- data portability of data when requested by the data subject; or,0.192728864
,"for the processing of personal data by the union institutions, bodies, offices and agencies, regulation (ec) no 45/2001 applies. regulation (ec) no 45/2001 and other union legal acts applicable to such processing of personal data shall be adapted to the principles and rules of this regulation in accordance with article 98.","sole paragraph. the information to be given to the national authority referred to in this article shall be subject to regulation.” (included by law no. 13,853/2019)",0.192584379
,the commission shall be empowered to adopt delegated acts in accordance with article 92 for the purpose of determining the information to be presented by the icons and the procedures for providing standardised icons.,"§2 the president of the republic shall be responsible for determining the preventive work leave, solely when recommended by the special commission referred in the §1 of this article, and then hand down the decision. (included by law no. 13,853/2019)",0.192424113
,‘cross-border processing’ means either:,– controller: natural person or legal entity of either public or private law in charge of making the decisions regarding the processing of personal data;,0.192329175
,"without prejudice to any other administrative or non-judicial remedy, each natural or legal person shall have the right to an effective judicial remedy against a legally binding decision of a supervisory authority concerning them.",– the existence of judicial and institutional guarantees for respecting the rights concerning personal data protection; and,0.19218851
,each supervisory authority shall have all of the following investigative powers:,"§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.191379596
,paragraph 1 shall not apply if one of the following applies:,– to monitor and apply sanctions for data processing that is not compliant with,0.191128816
,to advise the controller in accordance with the prior consultation procedure referred to in article 36;,"– adequacy: compatibility of the processing with the purposes communicated to the data subject, in accordance with the context of the processing;",0.190156508
,"established procedures for the issuing, periodic review and withdrawal of data protection certification, seals and marks;",data protection.”,0.189309418
,"where the lead supervisory authority intends to follow the relevant and reasoned objection made, it shall submit to the other supervisory authorities concerned a revised draft decision for their opinion. that revised draft decision shall be subject to the procedure referred to in paragraph 4 within a period of two weeks.","§5 in the exercise of the powers referred to in the lead sentence of this article, the relevant authority shall ensure the preservation of industrial and information secrecy, in the terms of the law.",0.189244235
,"without prejudice to the corrective powers of supervisory authorities pursuant to article 58(2), each member state may lay down the rules on whether and to what extent administrative fines may be imposed on public authorities and bodies established in that member state.","– to discuss, at the administrative level, on the interpretation of this law, its authorities and matters on which the law is silent;",0.189185894
,processing of personal data which takes place in the context of the activities of a single establishment of a controller or processor in the union but which substantially affects or is likely to substantially affect data subjects in more than one member state.,"– adequacy: compatibility of the processing with the purposes communicated to the data subject, in accordance with the context of the processing;",0.188980829
,"where, in exceptional circumstances, a supervisory authority concerned has reasons to consider that there is an urgent need to act in order to protect the interests of data subjects, the urgency procedure referred to in article 66 shall apply.",§1 in order to ensure the effective compensation to the data subject:,0.188841955
,"where proceedings are brought against a decision of a supervisory authority which was preceded by an opinion or a decision of the board in the consistency mechanism, the supervisory authority shall forward that opinion or decision to the court.",– to receive pleadings from the data subject against the controller after the data subject has demonstrated that he/she presented a complaint against the controller that was not solved in the timeframe established in regulation;,0.188545946
,"the manner in which the infringement became known to the supervisory authority, in particular whether, and if so to what extent, the controller or processor notified the infringement;",– processing agents: the controller and the processor;,0.188138718
,where there are conflicting views on which of the supervisory authorities concerned is competent for the main establishment;,"– when there is a legal provision or the transfer is grounded on contracts,",0.187887472
,requested supervisory authorities shall not charge a fee for any action taken by them pursuant to a request for mutual assistance. supervisory authorities may agree on rules to indemnify each other for specific expenditure arising from the provision of mutual assistance in exceptional circumstances.,– other specific circumstances relating to the transfer.,0.187286239
,the monitoring of their behaviour as far as their behaviour takes place within the union.,"§3 access to data as provided in this article shall be the object of regulation by the national authority and of the authorities in the area of health and sanitation, within the scope of their regulatory capacity.4",0.187075273
,the pseudonymisation of personal data;,"§1 the provisions of this article apply to any processing of personal data that reveals sensitive personal data and that may cause harm to the data subject, subject to the provisions of specific legislation.",0.186975254
,the right to lodge a complaint with a supervisory authority;,"§1 the personal data subject has the right to petition, regarding her/his data, against the controller before the national authority.",0.186736371
,"demonstrated, to the satisfaction of the competent supervisory authority, that their tasks and duties do not result in a conflict of interests.","§3 the anpd and other public bodies and entities responsible for regulating specific sectors of economic and governmental activity shall coordinate their activities, in their respective spheres of action, in order to ensure the fulfillment of their duties efficiently and to promote the adequate functioning of regulated sectors, according to specific and sectoral legislation, and the processing of personal data, in conformity with this law.",0.186576791
,"this regulation shall be binding in its entirety and directly applicable in all member states. done at brussels, 27 april 2016.","§1 the communication shall be done in a reasonable time period, as defined by the national authority, and shall contain, at the very least:",0.185372501
,"supervisory authority may adopt a provisional measure on the territory of its member state in accordance with article 55(1). in that case, the urgent need to act under article 66(1) shall be presumed to be met and require an urgent binding decision from the board pursuant to article 66(2).","§4 if it is impossible to immediately adopt the measure mentioned in §3 of this article, the controller shall send a reply to the data subject in which she/he may:",0.185098408
,"‘enterprise’ means a natural or legal person engaged in an economic activity, irrespective of its legal form, including partnerships or associations regularly engaged in an economic activity;",– processor: natural person or legal entity of either public or private law that processes personal data in the name of the controller;,0.184719413
,"member or members of each supervisory authority shall refrain from any action incompatible with their duties and shall not, during their term of office, engage in any incompatible occupation, whether gainful or not.","§3 the anpd and other public bodies and entities responsible for regulating specific sectors of economic and governmental activity shall coordinate their activities, in their respective spheres of action, in order to ensure the fulfillment of their duties efficiently and to promote the adequate functioning of regulated sectors, according to specific and sectoral legislation, and the processing of personal data, in conformity with this law.",0.184102824
,"review the practical application of the guidelines, recommendations and best practices referred to in points (e) and (f);",– to elaborate guidelines for the personal data protection and privacy national,0.183853744
,the delegation of power referred to in article 12(8) and article 43(8) shall be conferred on the commission for an indeterminate period of time from 24 may 2016.,"– warning, with an indication of the time period for adopting corrective measures;",0.183210732
,"as soon as it adopts a delegated act, the commission shall notify it simultaneously to the european parliament and to the council.","§2 the national authority shall verify the seriousness of the incident if necessary to safeguard the data subjects’ rights, it may order the controller to adopt measures, such as:",0.182787004
,"the board shall collate all approved codes of conduct, amendments and extensions in a register and shall make them publicly available by way of appropriate means.","§2 when processing data as mentioned in §1 of this article, controllers shall make public the information about the types of data collected, the way it is used and the procedures for exercising the rights of data subjects referred to in art. 18 of this law.",0.18163988
,fair and transparent processing;,"have the purpose of establishing a relationship of trust with the data subject, by means of transparent operation and that ensure mechanisms for the data subject to participate;",0.181497942
,"‘filing system’ means any structured set of personal data which are accessible according to specific criteria, whether centralised, decentralised or dispersed on a functional or geographical basis;","– database: a structured set of personal data, kept in one or several locations, in electronic or physical support;",0.181486709
,"to authorise processing referred to in article 36(5), if the law of the member state requires such prior authorisation;","– in cases of decentralized execution of public activity that requires transfer, exclusively for this specific and distinct purpose, subject to the provisions of law no. 12,527, of november 18, 2011 (the “brazilian access to information law”);",0.181041236
,a member shall be dismissed only in cases of serious misconduct or if the member no longer fulfils the conditions required for the performance of the duties.,"of the changes, in which case the data subject, in those cases where her/his consent is required, may revoke it if she/he disagrees with the change.",0.180451666
,"where proceedings concerning the same subject matter as regards processing of the same controller or processor are pending in a court in another member state, any competent court other than the court first seized may suspend its proceedings.","§3 lawsuits for compensation for collective damages, pursuant to the terms of the lead sentence of this article regarding liability, may be filed collectively in court, subject to the provisions of related legislation.",0.179609932
,the day-to-day business of the board;,– two (2) representatives from entities representatives of the business sector related to the area of personal data processing; and,0.179019767
,adherence to approved codes of conduct pursuant to article 40 or approved certification mechanisms pursuant to article 42; and,this article;,0.178178969
,a legally binding and enforceable instrument between public authorities or bodies;,"sole paragraph. public and mixed-capital companies, when they are carrying out public policies and within the scope of their execution, shall receive the same treatment given to the bodies and entities of the public authorities, under the terms of this chapter.",0.178125872
,"whether and, if so, for how many terms the member or members of each supervisory authority is eligible for reappointment;",§3 members of the board of directors shall serve four-year (4) terms.,0.178004292
,"by derogation from paragraph 1, each supervisory authority shall be competent to handle a complaint lodged with it or a possible infringement of this regulation, if the subject matter relates only to an establishment in its member state or substantially affects data subjects only in its member state.","sole paragraph. the information to be given to the national authority referred to in this article shall be subject to regulation.” (included by law no. 13,853/2019)",0.17796819
,the processor shall notify the controller without undue delay after becoming aware of a personal data breach.,– processing agents: the controller and the processor;,0.177856634
,aims to approve the criteria for accreditation of a body pursuant to article 41(3) or a certification body pursuant to article 43(3);,this article;,0.177678058
,"the commission may adopt implementing acts laying down technical standards for certification mechanisms and data protection seals and marks, and mechanisms to promote and recognise those certification mechanisms, seals and marks. those implementing acts shall be adopted in accordance with the examination procedure referred to in article 93(2).","§5 guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of art. 46 of this law.",0.17760723
,the board shall collate all certification mechanisms and data protection seals and marks in a register and shall make them publicly available by any appropriate means.,"§3 the processing of publicly accessible personal data shall consider the purpose, the good faith and the public interest that justify it being made available.",0.177527133
,"where requests are manifestly unfounded or excessive, in particular because of their repetitive character, the supervisory authority may charge a reasonable fee based on administrative costs, or refuse to act on the request. the supervisory authority shall bear the burden of demonstrating the manifestly unfounded or excessive character of the request.","– anonymization, blocking or deletion of unnecessary or excessive data or data processed in noncompliance with the provisions of this law;",0.176616678
,references to the repealed directive shall be construed as references to this regulation. references to the working party on the protection of individuals with regard to the processing of personal data established by article 29 of directive 95/46/ec shall be construed as references to the european data protection board established by this regulation.,"sole paragraph. the information to be given to the national authority referred to in this article shall be subject to regulation.” (included by law no. 13,853/2019)",0.176579172
,member states shall lay down the rules on other penalties applicable to infringements of this regulation in particular for infringements which are not subject to administrative fines pursuant to,"– in cases in which the data are publicly accessible, subject to the provisions of this",0.175818768
,their parliament;,"§3 the anpd and other public bodies and entities responsible for regulating specific sectors of economic and governmental activity shall coordinate their activities, in their respective spheres of action, in order to ensure the fulfillment of their duties efficiently and to promote the adequate functioning of regulated sectors, according to specific and sectoral legislation, and the processing of personal data, in conformity with this law.",0.175709274
,the commission shall ensure appropriate publicity for the approved codes which have been decided as having general validity in accordance with paragraph 9.,– the compliance with the general principles of personal data protection and data subjects’ rights as provided in this law;,0.175638
,"if a disclosure to another recipient is envisaged, at the latest when the personal data are first disclosed.",§3 it is prohibited to process personal data if the consent is defective.,0.175082563
,"are legally binding and apply to and are enforced by every member concerned of the group of undertakings, or group of enterprises engaged in a joint economic activity, including their employees;","§3 the anpd and other public bodies and entities responsible for regulating specific sectors of economic and governmental activity shall coordinate their activities, in their respective spheres of action, in order to ensure the fulfillment of their duties efficiently and to promote the adequate functioning of regulated sectors, according to specific and sectoral legislation, and the processing of personal data, in conformity with this law.",0.174575923
,the scope of the restrictions introduced;,"§3 access to data as provided in this article shall be the object of regulation by the national authority and of the authorities in the area of health and sanitation, within the scope of their regulatory capacity.4",0.174540024
,"each member state shall notify to the commission the provisions of its law which it adopts pursuant to this chapter, by 25 may 2018 and, without delay, any subsequent amendment affecting them.","§1 the provisions of this article apply to any processing of personal data that reveals sensitive personal data and that may cause harm to the data subject, subject to the provisions of specific legislation.",0.173059083
,to cooperate with the supervisory authority;,– with the consent of the data subject;,0.172947702
,"any other aggravating or mitigating factor applicable to the circumstances of the case, such as financial benefits gained, or losses avoided, directly or indirectly, from the infringement.",– other specific circumstances relating to the transfer.,0.172926709
,the right referred to in paragraph 1 shall not adversely affect the rights and freedoms of others.,"§4 controllers shall not condition the participation of data subjects, as referred to in",0.171806929
,the board shall lay down the allocation of tasks between the chair and the deputy chairs in its rules of procedure.,– the proportionality between the severity of the breach and the intensity of the sanction.,0.171287382
,to authorise administrative arrangements referred to in point (b) of article 46(3);,"§5 guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of art. 46 of this law.",0.17124146
,"it would involve disproportionate effort. in such a case, there shall instead be a public communication or similar measure whereby the data subjects are informed in an equally effective manner.","– consent: free, informed and unambiguous manifestation whereby the data subject agrees to her/his processing of personal data for a given purpose;",0.171138909
,"any supervisory authority may request an urgent opinion or an urgent binding decision, as the case may be, from the board where a competent supervisory authority has not taken an appropriate measure in a situation where there is an urgent need to act, in order to protect the rights and freedoms of data subjects, giving reasons for requesting such opinion or decision, including for the urgent need to act.","§2 the national authority shall verify the seriousness of the incident if necessary to safeguard the data subjects’ rights, it may order the controller to adopt measures, such as:",0.170487947
,‘group of undertakings’ means a controlling undertaking and its controlled undertakings;,"- portability of the data to another service or product provider, by means of an express request and subject to commercial and industrial secrecy, pursuant to the regulation of the controlling agency;",0.169732094
,"each member state shall notify to the commission the provisions of its law which it has adopted pursuant to paragraph 2 and, without delay, any subsequent amendment law or amendment affecting them.","§3 the time periods and procedures for exercising data subjects’ rights before the public authorities shall obey the provisions of specific legislation, especially the provisions stated in law no. 9,507, of november 12, 1997 (the “brazilian habeas data law”), of law no. 9,784, of january 29, 1999 (the “federal administrative procedure law”), and of law no. 12,527, of november 18, 2011 (the “brazilian access to information law”).",0.169563342
,in the course of an activity which falls outside the scope of union law;,"§3 access to data as provided in this article shall be the object of regulation by the national authority and of the authorities in the area of health and sanitation, within the scope of their regulatory capacity.4",0.169041499
,the certification bodies referred to in paragraph 1 shall provide the competent supervisory authorities with the reasons for granting or withdrawing the requested certification.,"§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.168876872
,"this regulation shall be without prejudice to the application of directive 2000/31/ec, in particular of the liability rules of intermediary service providers in articles 12 to 15 of that directive.","attribution of public service, which shall be publicized pursuant to item i of the lead sentence of art. 23 of this law;",0.16787074
,"the board shall, where appropriate, consult interested parties and give them the opportunity to comment within a reasonable period. the board shall, without prejudice to article 76, make the results of the consultation procedure publicly available.","§1 the communication shall be done in a reasonable time period, as defined by the national authority, and shall contain, at the very least:",0.16717558
,demonstrated to the satisfaction of the competent supervisory authority that its tasks and duties do not result in a conflict of interests.,– to receive pleadings from the data subject against the controller after the data subject has demonstrated that he/she presented a complaint against the controller that was not solved in the timeframe established in regulation;,0.166780458
,an independent body entrusted with the appointment under member state law.,"- research body: body or entity from the direct or indirect public administration or nonprofit legal entity of private law, legally organized under the brazilian law, with headquarters and jurisdiction in the country. this body or entity includes in its institutional mission, in its corporate or statutory purposes basic or applied research of historical, scientific, technological or statistical nature; and (new wording given by law no. 13,853/2019)",0.166764363
,"processed lawfully, fairly and in a transparent manner in relation to the data subject (‘lawfulness, fairness and transparency’);","– transparency: guarantee to the data subjects of clear, precise and easily accessible information about the carrying out of the processing and the respective processing agents, subject to commercial and industrial secrecy;",0.166404281
,"where applicable, carry out a periodic review of certifications issued in accordance with article 42(7);","– to carry out audits, or to determine their occurrence regarding the processing of personal data carried out by processing agents, including public authorities;",0.163983051
,respects the conditions referred to in paragraphs 2 and 4 for engaging another processor;,"§7 the subsequent processing of the personal data referred to in paragraphs 3 and 4 of this article may be carried out for new purposes, provided that legitimate and specific purposes to the new processing and the preservation of the rights of the data subject are observed, as",0.163930658
,"enforceable commitments, via contractual or other legally binding instruments, to apply those appropriate safeguards, including with regard to the rights of data subjects.",– the compliance with the general principles of personal data protection and data subjects’ rights as provided in this law;,0.163614087
,provide the commission with an opinion on the icons referred to in article 12(7);,"§2 the provisions of this law do not exempt the legal entities mentioned in the lead sentence of this article from establishing the authorities as provided in law no. 12,527, of november 18, 2011 (the “brazilian access to information law”).",0.163445377
