Ken,gdpr recital,bdpr recital,similarity
,"without prejudice to the exercise of its rights vis-à-vis third parties and with the exception of paragraph 5, each member state shall refrain, in the case provided for in paragraph 1, from requesting reimbursement from another member state in relation to damage referred to in paragraph 4.","§5 consent may be revoked at any time, by express request of the data subject, through a facilitated and free of charge procedure, with processing carried out under previously given consent remaining valid as long as there is no request for deletion, pursuant to item vi of the lead sentence of art. 18 of this law.",0.79770858
,"conduct investigations on the application of this regulation, including on the basis of information received from another supervisory authority or other public authority;","– to carry out audits, or to determine their occurrence regarding the processing of personal data carried out by processing agents, including public authorities;",0.797667457
,"without prejudice to articles 82, 83 and 84, if a processor infringes this regulation by determining the purposes and means of processing, the processor shall be considered to be a controller in respect of that processing.","§1 when establishing rules of good practices, the controller and the processor shall take into consideration, regarding the processing and the data, the nature, scope, purpose and probability and seriousness of the risks and the benefits that will result from the processing of the data subject’s data.",0.797613694
,"on duly justified imperative grounds of urgency, the commission shall adopt immediately applicable implementing acts in accordance with the procedure referred to in article 93(3).",– the prompt adoption of corrective measures; and,0.797443824
,"where a draft code of conduct relates to processing activities in several member states, the supervisory authority which is competent pursuant to article 55 shall, before approving the draft code, amendment or extension, submit it in the procedure referred to in article 63 to the board which shall provide an opinion on whether the draft code, amendment or extension complies with this regulation or, in the situation referred to in paragraph 3 of this article, provides appropriate safeguards.","§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.797379335
,"where possible, the envisaged period for which the personal data will be stored, or, if not possible, the criteria used to determine that period;",§1 personal data shall be stored in a format that facilitates the exercise of the right to,0.797372409
,"the degree of cooperation with the supervisory authority, in order to remedy the infringement and mitigate the possible adverse effects of the infringement;","§2 the national authority shall verify the seriousness of the incident if necessary to safeguard the data subjects’ rights, it may order the controller to adopt measures, such as:",0.797124284
,aims to authorise contractual clauses referred to in point (a) of article 46(3); or,specific contractual clauses for a given transfer;,0.797015706
,"the controller and processor shall take steps to ensure that any natural person acting under the authority of the controller or the processor who has access to personal data does not process them except on instructions from the controller, unless he or she is required to do so by union or member state law.","§2 the research entity shall be held liable for the security of the information provided in the lead sentence of this article, and it is forbidden, under any circumstances, to transfer the data to a third party.",0.796959268
,"where processing pursuant to point (c) or (e) of article 6(1) has a legal basis in union law or in the law of the member state to which the controller is subject, that law regulates the specific processing operation or set of operations in question, and a data protection impact assessment has already been carried out as part of a general impact assessment in the context of the adoption of that legal basis, paragraphs 1 to 7 shall not apply unless member states deem it to be necessary to carry out such an assessment prior to processing activities.","§6 any eventual waiver of the consent requirement does not release processing agents from the other obligations provided in this law, especially that of obeying the general principles and guarantees of the data subject’s rights.",0.796872175
,"where the supervisory authority is of the opinion that the intended processing referred to in paragraph 1 would infringe this regulation, in particular where the controller has insufficiently identified or mitigated the risk, the supervisory authority shall, within period of up to eight weeks of receipt of the request for consultation, provide written advice to the controller and, where applicable to the processor, and may use any of its powers referred to in article 58. that period may be extended by six weeks, taking into account the complexity of the intended processing. the supervisory authority shall inform the controller and, where applicable, the processor, of any such extension within one month of receipt of the request for consultation together with the reasons for the delay. those periods may be suspended until the supervisory authority has obtained information it has requested for the purposes of the consultation.","– partial suspension of the operation of the database related to the infraction for a maximum period of 6 (six) months, extendable for the same period, until the normalization of the processing activity by the controller; (included by law no. 13,853/2019)",0.79686658
,"the commission, after assessing the adequacy of the level of protection, may decide, by means of implementing act, that a third country, a territory or one or more specified sectors within a third country, or an international organisation ensures an adequate level of protection within the meaning of paragraph 2 of this article. the implementing act shall provide for a mechanism for a periodic review, at least every four years, which shall take into account all relevant developments in the third country or international organisation. the implementing act shall specify its territorial and sectoral application and, where applicable, identify the supervisory authority or authorities referred to in point",§3 rules of good practice and governance shall be published and updated periodically and may be recognized and disclosed by the national authority.,0.796608044
,"the controller no longer needs the personal data for the purposes of the processing, but they are required by the data subject for the establishment, exercise or defence of legal claims;","§6 any eventual waiver of the consent requirement does not release processing agents from the other obligations provided in this law, especially that of obeying the general principles and guarantees of the data subject’s rights.",0.796591144
,a complaint has been lodged with that supervisory authority;,controller’s compliance with a legal or regulatory obligation;,0.796412931
,"the nature, gravity and duration of the infringement taking into account the nature scope or purpose of the processing concerned as well as the number of data subjects affected and the level of damage suffered by them;","§7 the individual data leaks or unauthorized access mentioned in the lead sentence of the art. 46 of this law may be subject of direct conciliation between controller and data subject, and, in the absence of an agreement, the controller shall be subject to the penalties",0.796077299
,"the processor shall not engage another processor without prior specific or general written authorisation of the controller. in the case of general written authorisation, the processor shall inform the controller of any intended changes concerning the addition or replacement of other processors, thereby giving the controller the opportunity to object to such changes.","§6 the controller shall immediately inform the processing agents with which she/he has carried out the shared use of data of the correction, deletion, anonymization or blocking of data, so that they can repeat an identical procedure, except in cases in which this action is proven impossible or involves disproportionate effort. (new wording given by law no. 13,853/2019)",0.795965418
,to authorise administrative arrangements referred to in point (b) of article 46(3);,§3 the rights provided in this article shall be exercised by means of an express request by the data subject or her/his legally constituted representative to the processing agent.,0.795847044
,charge a reasonable fee taking into account the administrative costs of providing the information or communication or taking the action requested; or,"§1 the determination of what is considered reasonable shall take objective factors into account, such as cost and time necessary to reverse the process of anonymization, depending on the available technology, and the exclusive use of its own means.",0.795839088
,"processes the personal data only on documented instructions from the controller, including with regard to transfers of personal data to a third country or an international organisation, unless required to do so by union or member state law to which the processor is subject; in such a case, the processor shall inform the controller of that legal requirement before processing, unless that law prohibits such information on important grounds of public interest;","– in the event that the transfer of data is exclusively intended to prevent fraud and irregularities, or to protect and safeguard the data subject’s security and integrity, provided that processing is forbidden to be carried out for other purposes.” (included by law no. 13,853/2019)",0.795775127
,"an approved code of conduct pursuant to article 40 together with binding and enforceable commitments of the controller or processor in the third country to apply the appropriate safeguards, including as regards data subjects' rights; or","– when the controller offers and proves guarantees of compliance with the principles and the rights of the data subject and the regime of data protection provided in this law, in the form of:",0.795134629
,"in the case of a personal data breach, the controller shall without undue delay and, where feasible, not later than 72 hours after having become aware of it, notify the personal data breach to the supervisory authority competent in accordance with article 55, unless the personal data breach is unlikely to result in a risk to the rights and freedoms of natural persons. where the notification to the supervisory authority is not made within 72 hours, it shall be accompanied by reasons for the delay.","– in the event that the transfer of data is exclusively intended to prevent fraud and irregularities, or to protect and safeguard the data subject’s security and integrity, provided that processing is forbidden to be carried out for other purposes.” (included by law no. 13,853/2019)",0.795042766
,"the data subject withdraws consent on which the processing is based according to point (a) of article 6(1), or point (a) of article 9(2), and where there is no other legal ground for the processing;","§6 any eventual waiver of the consent requirement does not release processing agents from the other obligations provided in this law, especially that of obeying the general principles and guarantees of the data subject’s rights.",0.794691713
,"draw up guidelines for supervisory authorities concerning the application of measures referred to in article 58(1), (2) and (3) and the setting of administrative fines pursuant to article 83;",§2 the regulation of sanctions and corresponding methodologies shall establish the circumstances and conditions for adopting simple or daily fines.,0.794615368
,"any judgment of a court or tribunal and any decision of an administrative authority of a third country requiring a controller or processor to transfer or disclose personal data may only be recognised or enforceable in any manner if based on an international agreement, such as a mutual legal assistance treaty, in force between the requesting third country and the union or a member state, without prejudice to other grounds for transfer pursuant to this chapter.","§1 when processing is based on the controller’s legitimate interest, only the personal data which are strictly necessary for the intended purpose may be processed.",0.794526483
,"the board shall draw up an annual report regarding the protection of natural persons with regard to processing in the union and, where relevant, in third countries and international organisations. the report shall be made public and be transmitted to the european parliament, to the council and to the commission.",- prepare annual reports to evaluate the execution of the actions of the personal data protection and privacy national policy;,0.794464447
,member state law to which the controller is subject.,controller’s compliance with a legal or regulatory obligation;,0.794458513
,"where the processing is based on point (f) of article 6(1), the legitimate interests pursued by the controller or by a third party;","– when necessary to fulfill the legitimate interests of the controller or a third party, except when the data subject’s fundamental rights and liberties which require personal data protection prevail; or",0.794428894
,to carry out investigations in the form of data protection audits;,"– accepting complaints and communications from data subjects, providing explanations and adopting measures;",0.794194012
,a legally binding and enforceable instrument between public authorities or bodies;,"– in cases in which the data are publicly accessible, subject to the provisions of this",0.794088268
,"the data subject shall have the right to obtain from the controller without undue delay the rectification of inaccurate personal data concerning him or her. taking into account the purposes of the processing, the data subject shall have the right to have incomplete personal data completed, including by means of providing a supplementary statement.",§2 the controller shall adopt measures to ensure transparency of data processing based on her/his legitimate interests.,0.794077619
,the lead supervisory authority shall cooperate with the other supervisory authorities concerned in accordance with this article in an endeavour to reach consensus. the lead supervisory authority and the supervisory authorities concerned shall exchange all relevant information with each other.,"§6 the responsible shall immediately inform the processing agents with which she/he has carried out the shared use of data of the correction, deletion, anonymization or blocking of data, so that they can repeat an identical procedure.",0.794064656
,the controller shall bear the burden of demonstrating the manifestly unfounded or excessive character of the request.,"§7 the individual data leaks or unauthorized access mentioned in the lead sentence of the art. 46 of this law may be subject of direct conciliation between controller and data subject, and, in the absence of an agreement, the controller shall be subject to the penalties",0.793855297
,the mechanisms for reporting and recording changes to the rules and reporting those changes to the supervisory authority;,are integrated into its general governance structure and establish and apply internal and external mechanisms of supervision;,0.793538719
,"the members of the board and the commission of any relevant information which has been communicated to it using a standardised format. the secretariat of the board shall, where necessary, provide translations of relevant information; and","§1 the national authority may provide minimum technical standards to make the provisions of the lead sentence of this article applicable, taking into account the nature of the",0.793499366
,"‘representative’ means a natural or legal person established in the union who, designated by the controller or processor in writing pursuant to article 27, represents the controller or processor with regard to their respective obligations under this regulation;","– national authority: body of the indirect public administration responsible for supervising, implementing and monitoring the compliance with this law.",0.792856722
,"the annual report shall include a review of the practical application of the guidelines, recommendations and best practices referred to in point (l) of article 70(1) as well as of the binding decisions referred to in article 65.",– to draft annual management reports of its activities;,0.792747678
,"where requests are manifestly unfounded or excessive, in particular because of their repetitive character, the supervisory authority may charge a reasonable fee based on administrative costs, or refuse to act on the request. the supervisory authority shall bear the burden of demonstrating the manifestly unfounded or excessive character of the request.","– processors are jointly liable for damages caused by the processing when they do not comply with the obligations of data protection legislation or when they have not followed controller’s lawful instructions. in this last case, the processor is deemed equivalent to the controller, save from cases of exclusion as provided in art. 43 of this law;",0.792580824
,a data subject who has obtained restriction of processing pursuant to paragraph 1 shall be informed by the controller before the restriction of processing is lifted.,"§4 if it is impossible to immediately adopt the measure mentioned in §3 of this article, the controller shall send a reply to the data subject in which she/he may:",0.792496569
,"‘binding corporate rules’ means personal data protection policies which are adhered to by a controller or processor established on the territory of a member state for transfers or a set of transfers of personal data to a controller or processor in one or more third countries within a group of undertakings, or group of enterprises engaged in a joint economic activity;","§3 when processing originates from the consent of the data subject or from a contract, the data subject may request a complete electronic copy of her/his personal data, subject to commercial and industrial secrecy, in accordance with regulations of the national authority, in a format that allows its subsequent use, including for other processing operations.",0.792354985
,to notify decisions adopted by the board pursuant to article 65 to the lead supervisory authority and the supervisory authorities concerned;,– to report to the internal control bodies any violation to the provisions set forth in this law performed by bodies and entities of the federal public administration;,0.792068302
,"after being notified of the decision of the lead supervisory authority pursuant to paragraphs 7 and 9, the controller or processor shall take the necessary measures to ensure compliance with the decision as regards processing activities in the context of all its establishments in the union. the controller or processor shall notify the measures taken for complying with the decision to the lead supervisory authority, which shall inform the other supervisory authorities concerned.","§6 the controller shall immediately inform the processing agents with which she/he has carried out the shared use of data of the correction, deletion, anonymization or blocking of data, so that they can repeat an identical procedure, except in cases in which this action is proven impossible or involves disproportionate effort. (new wording given by law no. 13,853/2019)",0.792008095
,binding corporate rules in accordance with article 47;,binding corporate rules6;,0.791739627
,the controller has taken subsequent measures which ensure that the high risk to the rights and freedoms of data subjects referred to in paragraph 1 is no longer likely to materialise;,– blocking of the personal data to which the infraction refers to until its regularization;,0.791274193
,the free movement of personal data within the union shall be neither restricted nor prohibited for reasons connected with the protection of natural persons with regard to the processing of personal data.,"– although they did carry out the processing of personal data that is attributed to them, there was no violation of the data protection legislation; or",0.791254006
,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for establishing common procedures for reporting by natural persons of infringements of this regulation pursuant to article 54(2);","§2 the national authority shall verify the seriousness of the incident if necessary to safeguard the data subjects’ rights, it may order the controller to adopt measures, such as:",0.791114476
,"where personal data have not been obtained from the data subject, the controller shall provide the data subject with the following information:","– when necessary to fulfill the legitimate interests of the controller or a third party, except when the data subject’s fundamental rights and liberties which require personal data protection prevail; or",0.791108424
,"to authorise processing referred to in article 36(5), if the law of the member state requires such prior authorisation;",– the general and sectorial rules of legislation in force in the receiving country or international organization;,0.791062183
,by the member states when carrying out activities which fall within the scope of chapter 2 of title v of the teu;,§2 contracts and agreements as mentioned in §1 of this article shall be communicated to the national authority.,0.790758052
,"where, in accordance with paragraph 1, staff of a seconding supervisory authority operate in another member state, the member state of the host supervisory authority shall assume responsibility for their actions, including liability, for any damage caused by them during their operations, in accordance with the law of the member state in whose territory they are operating.","§2 when applying the principles mentioned in items vii and viii of the lead sentence of art. 6 of this law, and subject to the structure, scale and volume of her/his operations, as well as the sensitivity of the processed data and the probability and seriousness of the damages to data subjects, the controller may:",0.790616441
,1 by determining more precisely specific requirements for the processing and other measures to ensure lawful and fair processing including for other specific processing situations as provided for in chapter ix.,"§1 the determination of what is considered reasonable shall take objective factors into account, such as cost and time necessary to reverse the process of anonymization, depending on the available technology, and the exclusive use of its own means.",0.790471555
,the data subject shall have the right to obtain from the controller the erasure of personal data concerning him or her without undue delay and the controller shall have the obligation to erase personal data without undue delay where one of the following grounds applies:,"– exclusive use of the controller, with access by third parties being prohibited, and provided the data has been anonymized.",0.790457355
,"longer periods insofar as the personal data will be processed solely for archiving purposes in the public interest, scientific or historical research purposes or statistical purposes in accordance with article 89(1) subject to implementation of the appropriate technical and organisational measures required by this regulation in order to safeguard the rights and freedoms of the data subject (‘storage limitation’);","§1 processing of personal data as provided in item iii shall be governed by specific legislation, which shall provide proportional and strictly necessary measures for fulfilling the public interest, subject to due legal process, the general principles of protection and the rights of the data subjects as provided in this law.",0.790125118
,the notification referred to in paragraph 1 shall at least:,§2 the assessment of the transformation referred in the §1 of this article shall occur,0.79010141
,for reasons of public interest in the area of public health in accordance with points (h) and (i) of article 9(2) as well as article 9(3);,"§3 access to data as provided in this article shall be the object of regulation by the national authority and of the authorities in the area of health and sanitation, within the scope of their regulatory capacity.4",0.790068319
,"the international commitments the third country or international organisation concerned has entered into, or other obligations arising from legally binding conventions or instruments as well as from its participation in multilateral or regional systems, in particular in relation to the protection of personal data.","– when the transfer is necessary for international legal cooperation between public intelligence, investigative and prosecutorial agencies, in accordance with the instruments of international law;",0.789559343
,"where a transfer could not be based on a provision in article 45 or 46, including the provisions on binding corporate rules, and none of the derogations for a specific situation referred to in the first subparagraph of this paragraph is applicable, a transfer to a third country or an international organisation may take place only if the transfer is not repetitive, concerns only a limited number of data subjects, is necessary for the purposes of compelling legitimate interests pursued by the controller which are not overridden by the interests or rights and freedoms of the data subject, and the controller has assessed all the circumstances surrounding the data transfer and has on the basis of","§4 §4 under no circumstances the entirety of the personal data in a database, as provided in item iii of the lead sentence of this article, may be processed by a legal entity of private law, unless its capital is integrally held by public entities. (new wording given by law no. 13,853/2019)",0.789525955
,"when the personal data breach is likely to result in a high risk to the rights and freedoms of natural persons, the controller shall communicate the personal data breach to the data subject without undue delay.","§2 the national authority shall verify the seriousness of the incident if necessary to safeguard the data subjects’ rights, it may order the controller to adopt measures, such as:",0.789489864
,to advise the controller in accordance with the prior consultation procedure referred to in article 36;,- shall be appointed as provided for in the regulation;,0.789385183
,"member states may provide that any body, organisation or association referred to in paragraph 1 of this article, independently of a data subject's mandate, has the right to lodge, in that member state, a complaint with the supervisory authority which is competent pursuant to article 77 and to exercise the rights referred to in articles 78 and 79 if it considers that the rights of a data subject under this regulation have been infringed as a result of the processing.","– controllers directly involved in the processing from which damages resulted to the data subject shall jointly answer, save from cases of exclusion as provided in art. 43 of this law.",0.789195917
,"promote common training programmes and facilitate personnel exchanges between the supervisory authorities and, where appropriate, with the supervisory authorities of third countries or with international organisations;","§4 the anpd shall maintain a permanent communication forum, including by technical cooperation, with bodies and entities of the public administration responsible for the regulation of specific sectors of economic and governmental activity, in order to facilitate",0.789017613
,the legitimate interests pursued by controllers in specific contexts;,"– adequacy: compatibility of the processing with the purposes communicated to the data subject, in accordance with the context of the processing;",0.788312182
,concerns a matter pursuant to article 40(7) whether a draft code of conduct or an amendment or extension to a code of conduct complies with this regulation;,"§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.788061177
,"supervisory authorities and the commission shall, without undue delay, communicate by electronic means to the board, using a standardised format any relevant information, including as the case may be a summary of the facts, the draft decision, the grounds which make the enactment of such measure necessary, and the views of other supervisory authorities concerned.",§5o notarial and registry bodies shall provide access to data by electronic means to the public administration in order to fulfill the purposes mentioned in the lead sentence of this,0.788028385
,"the data protection officer shall be designated on the basis of professional qualities and, in particular, expert knowledge of data protection law and practices and the ability to fulfil the tasks referred to in article 39.","§5 guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of art. 46 of this law.",0.787962179
,"a certification pursuant to this article shall be issued by the certification bodies referred to in article 43 or by the competent supervisory authority, on the basis of criteria approved by that competent supervisory authority pursuant to article 58(3) or by the board pursuant to article 63. where the criteria are approved by the board, this may result in a common certification, the european data protection seal.","§3 the national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation.",0.78762716
,monitor and ensure the correct application of this regulation in the cases provided for in articles 64 and 65 without prejudice to the tasks of national supervisory authorities;,"– demonstrate the effectiveness of her/his privacy governance program when appropriate and, especially, at the request of the national authority or other entity responsible for promoting compliance with good practices or codes of conduct, which, independently, promote compliance with this law.",0.787614798
,"the recipients or categories of recipient to whom the personal data have been or will be disclosed, in particular recipients in third countries or international organisations;",– international data transfer: transfer of personal data to a foreign country or to an international entity of which the country is a member;,0.787301365
,the pseudonymisation and encryption of personal data;,"– to decide on the forms of publicity regarding personal data processing operations, observing commercial and industrial secrecy;",0.787031927
,"each supervisory authority shall ensure that the imposition of administrative fines pursuant to this article in respect of infringements of this regulation referred to in paragraphs 4, 5 and 6 shall in each individual case be effective, proportionate and dissuasive.","§1 the methodologies referred to in the lead sentence of this article shall be previously published, for the information of the processing agents, and shall objectively present the forms and methods for calculating the base value of the fines, which shall contain detailed grounds for all its elements, demonstrating obedience to the criteria provided in this law.",0.786956279
,"processing of personal data revealing racial or ethnic origin, political opinions, religious or philosophical beliefs, or trade union membership, and the processing of genetic data, biometric data for the purpose of uniquely identifying a natural person, data concerning health or data concerning a natural person's sex life or sexual orientation shall be prohibited.","§4 communication or shared use between controllers of sensitive personal data referring to health for the purpose of obtaining an economic advantage is prohibited, except in cases of portability of data when consented by the data subject.",0.786797302
,"processing is necessary for reasons of public interest in the area of public health, such as protecting against serious cross-border threats to health or ensuring high standards of quality and safety of health care and of medicinal products or medical devices, on the basis of union or member state law which provides for suitable and specific measures to safeguard the rights and freedoms of the data subject, in particular professional secrecy;","to protect the health, exclusively, in a procedure carried out by health professionals, health services or sanitary authorities; (new wording given by law no. 13,853/2019)",0.786515692
,promote the exchange of knowledge and documentation on data protection legislation and practice with data protection supervisory authorities worldwide.,"– to promote cooperation initiatives with data protection authorities of other countries, of international or transnational nature;",0.786487879
,"where the data subject objects to processing for direct marketing purposes, the personal data shall no longer be processed for such purposes.",§3 it is prohibited to process personal data if the consent is defective.,0.786416813
,‘main establishment’ means:,– informational self-determination;,0.786266535
,"the board shall collate all approved codes of conduct, amendments and extensions in a register and shall make them publicly available by way of appropriate means.","§1 the identity and contact information of the data protection officer shall be publicly disclosed, in a clear and objective manner, preferably on the controller’s website.",0.785959116
,the intentional or negligent character of the infringement;,– nondiscrimination: impossibility of carrying out the processing for unlawful or abusive discriminatory purposes; and,0.785886802
,"the basic principles for processing, including conditions for consent, pursuant to articles 5, 6, 7 and 9;","§5 guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of art. 46 of this law.",0.785868847
,"where article 3(2) applies, the controller or the processor shall designate in writing a representative in the union.","- data protection officer: person named by the controller and processor to act as a channel of communication between the controller, the subjects of such data and the national data protection authority (anpd); (new wording given by law no. 13,853/2019)",0.785609005
,"without prejudice to article 11, where the controller has reasonable doubts concerning the identity of the natural person making the request referred to in articles 15 to 21, the controller may request the provision of additional information necessary to confirm the identity of the data subject.","§2 the national authority shall verify the seriousness of the incident if necessary to safeguard the data subjects’ rights, it may order the controller to adopt measures, such as:",0.785466065
,approve binding corporate rules pursuant to article 47;,binding corporate rules6;,0.785332229
,establish and maintain a list in relation to the requirement for data protection impact assessment pursuant to article 35(4);,"§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.785064041
,"in carrying out the evaluations and reviews referred to in paragraphs 1 and 2, the commission shall take into account the positions and findings of the european parliament, of the council, and of other relevant bodies or sources.","§2 regulation and rules enacted by anpd shall be preceded by public consultation and hearings, as well as regulatory impact assessments.",0.78495416
,to authorise contractual clauses referred to in point (a) of article 46(3);,§3 the rights provided in this article shall be exercised by means of an express request by the data subject or her/his legally constituted representative to the processing agent.,0.784933788
,"accurate and, where necessary, kept up to date; every reasonable step must be taken to ensure that personal data that are inaccurate, having regard to the purposes for which they are processed, are erased or rectified without delay (‘accuracy’);","§1 whenever requested to do so, the controller shall provide clear and adequate information regarding the criteria and procedures used for an automated decision, subject to commercial and industrial secrecy.",0.784515768
,"a transfer of personal data to a third country or an international organisation may take place where the commission has decided that the third country, a territory or one or more specified sectors within that third country, or the international organisation in question ensures an adequate level of protection. such a transfer shall not require any specific authorisation.","– in the event that the transfer of data is exclusively intended to prevent fraud and irregularities, or to protect and safeguard the data subject’s security and integrity, provided that processing is forbidden to be carried out for other purposes.” (included by law no. 13,853/2019)",0.784360881
,the supervisory authority may also establish and make public a list of the kind of processing operations for which no data protection impact assessment is required. the supervisory authority shall communicate those lists to the board.,"sole paragraph. anpd shall articulate its operation and practices with other bodies and entities with sanctioning and normative powers related to matters of personal data protection, and it shall be the central body for the interpretation of this law and for setting the standards and guidelines for the implementation thereof. (included by law no. 13,853/2019)",0.784326906
,the supervisory authority with which the complaint has been lodged shall inform the complainant on the progress and the outcome of the complaint including the possibility of a judicial remedy pursuant to article 78.,"§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.784309553
,"this regulation shall be without prejudice to the application of directive 2000/31/ec, in particular of the liability rules of intermediary service providers in articles 12 to 15 of that directive.","§5 the request as mentioned in §3 of this article shall be fulfilled without costs to the data subject, within the time periods and the terms as provided in regulation.",0.784207255
,the information provided to the public and to data subjects;,"– accepting complaints and communications from data subjects, providing explanations and adopting measures;",0.784138763
,"where, and in so far as, it is not possible to provide the information at the same time, the information may be provided in phases without undue further delay.","– the reasons for delay, in cases in which communication was not immediate; and vi – the measures that were or will be adopted to reverse or mitigate the effects",0.783627484
,"issue opinions on draft decisions of supervisory authorities pursuant to the consistency mechanism referred to in article 64(1), on matters submitted pursuant to article 64(2) and to issue binding decisions pursuant to article 65, including in cases referred to in article 66;","§3 the national authority shall issue technical opinions or recommendations regarding the exceptions provided in item iii of the lead sentence of this article, and shall request of the responsible parties a data protection impact assessment.",0.783348292
,"‘profiling’ means any form of automated processing of personal data consisting of the use of personal data to evaluate certain personal aspects relating to a natural person, in particular to analyse or predict aspects concerning that natural person's performance at work, economic situation, health, personal preferences, interests, reliability, behaviour, location or movements;","§2 data can be considered personal, for purposes of this law, when they are used to formulate behavioral profiles of a particular natural person, if that person is identified.",0.782901165
,the controller shall consult the supervisory authority prior to processing where a data protection impact assessment under article 35 indicates that the processing would result in a high risk in the absence of measures taken by the controller to mitigate the risk.,"calculation of the base value for fines, by means of its own regulations concerning administrative sanctions for violations of this law, which must be the object of a public consultation.",0.782831097
,"the controller or processor which submits its processing to the certification mechanism shall provide the certification body referred to in article 43, or where applicable, the competent supervisory authority, with all information and access to its processing activities which are necessary to conduct the certification procedure.","§1 whenever requested to do so, the controller shall provide clear and adequate information regarding the criteria and procedures used for an automated decision, subject to commercial and industrial secrecy.",0.782782914
,"where measures referred to in article 58(2) have previously been ordered against the controller or processor concerned with regard to the same subject-matter, compliance with those measures;","- portability of the data to another service or product provider, by means of an express request and subject to commercial and industrial secrecy, pursuant to the regulation of the controlling agency;",0.782779606
,"‘data concerning health’ means personal data related to the physical or mental health of a natural person, including the provision of health care services, which reveal information about his or her health status;","the protection of health, in a procedure carried out by health professionals or by health entities; or",0.782690856
,"if the personal data are to be used for communication with the data subject, at the latest at the time of the first communication to that data subject; or",– the techniques for processing personal data available at the time it was carried,0.782443092
,certification bodies referred to in paragraph 1 shall be accredited in accordance with that paragraph only where they have:,"sole paragraph. the information to be given to the national authority referred to in this article shall be subject to regulation.” (included by law no. 13,853/2019)",0.782236367
,the protection of judicial independence and judicial proceedings;,– the existence of judicial and institutional guarantees for respecting the rights concerning personal data protection; and,0.782134493
,"where personal data are processed for direct marketing purposes, the data subject shall have the right to object at any time to processing of personal data concerning him or her for such marketing, which includes profiling to the extent that it is related to such direct marketing.","– to request, at any time, that entities of the public authority carry out operations of processing of personal data to give specific report about the scope and nature of the data and other details of the processing, and may issue complementary technical opinion to ensure compliance with this law;",0.782054919
,data subjects residing in the member state of that supervisory authority are substantially affected or likely to be substantially affected by the processing; or,– determination by the national authority when there has been a violation of the provisions of this law.,0.781994895
