chapter,clause,recital
CHAPTER XIV MISCELLANEOUS,undefined,"The Central Government may, in consultation with the Authority, direct any data fiduciary or data processor to provide any personal data anonymised or other non-personal"
CHAPTER XIV MISCELLANEOUS,undefined,"data to enable better targeting of delivery of services or formulation of evidence-based policies by the Central Government, in such manner as may be prescribed."
CHAPTER XIV MISCELLANEOUS,undefined,"Explanation.—For the purposes of this sub-section, the expression ""non-personal data"" means the data other than personal data."
CHAPTER XIV MISCELLANEOUS,undefined,"The Central Government shall disclose annually the directions, made by it under"
CHAPTER XIV MISCELLANEOUS,undefined,"sub-section (2), in such form as may be prescribed."
CHAPTER XIV MISCELLANEOUS,undefined,"No data fiduciary shall process such biometric data as may be notified by the Central Government, unless such processing is permitted by law."
CHAPTER XIV MISCELLANEOUS,undefined,"(1) The Central Government may, by notification, make rules to carry out the provisions of this Act."
CHAPTER XIV MISCELLANEOUS,undefined,"(2) In particular, and without prejudice to the generality of the foregoing power, such rules may provide for all or any of the following matters, namely:—"
CHAPTER XIV MISCELLANEOUS,undefined,any other categories of sensitive personal data under section 15;
CHAPTER XIV MISCELLANEOUS,undefined,other factors to be taken into consideration under clause (d) of sub-section (3) of section 16;
CHAPTER XIV MISCELLANEOUS,undefined,"(c) the form and manner in which an application may be made to exercise the right under sub-section (2), and the manner of review of the order passed by the Adjudicating Officer under sub-section (4) of section 20;"
CHAPTER XIV MISCELLANEOUS,undefined,the methods of voluntary identification to identify users of social media under sub-section (3) and the identifying mark of verification of a voluntarily verified
CHAPTER XIV MISCELLANEOUS,undefined,user under sub-section (4) of section 28;
CHAPTER XIV MISCELLANEOUS,undefined,the manner in which a complaint may be filed under sub-section (4) of section 32;
CHAPTER XIV MISCELLANEOUS,undefined,"the entity or class of entity in a country, or international organisations to which transfers may be permitted under clause (b) of sub-section (1) of section 34;"
CHAPTER XIV MISCELLANEOUS,undefined,(g) the place of head office of the Authority under sub-section (3) of section 41;
CHAPTER XIV MISCELLANEOUS,undefined,procedure to be followed by the selection committee under sub-section (3) of section 42;
CHAPTER XIV MISCELLANEOUS,undefined,"the salaries and allowances payable to, and other terms and conditions of service of the Chairperson and the Members of the Authority under sub-section (2) of"
CHAPTER XIV MISCELLANEOUS,undefined,section 43;
CHAPTER XIV MISCELLANEOUS,undefined,"the time and place for, and the rules and procedures in regard to, transaction of business at the meetings of the Authority under sub-section (1) of section 46;"
CHAPTER XIV MISCELLANEOUS,undefined,other functions of the Authority under clause (o) of sub-section (2) of section 49;
CHAPTER XIV MISCELLANEOUS,undefined,Delegation.
CHAPTER XIV MISCELLANEOUS,undefined,Act to
CHAPTER XIV MISCELLANEOUS,undefined,promote framing of policies for digital
CHAPTER XIV MISCELLANEOUS,undefined,"economy, etc.."
CHAPTER XIV MISCELLANEOUS,undefined,Bar on processing
CHAPTER XIV MISCELLANEOUS,undefined,certain forms of biometric data.
CHAPTER XIV MISCELLANEOUS,undefined,Power to make rules.
CHAPTER XIV MISCELLANEOUS,undefined,Power to make regulations.
CHAPTER XIV MISCELLANEOUS,undefined,"the procedure of issuance of a code of practice under sub-section (4), the manner in which the Authority may review, modify or revoke a code of practice under sub-section (7), of section 50;"
CHAPTER XIV MISCELLANEOUS,undefined,"other matters under clause (e) of sub-section (8) of section 53, in respect of which the Authority shall have powers;	5"
CHAPTER XIV MISCELLANEOUS,undefined,"the number of Adjudicating Officers, manner and terms of their appointment, their jurisdiction and other requirements under sub-section (2) of section 62;"
CHAPTER XIV MISCELLANEOUS,undefined,the manner in which the Adjudicating Officer shall conduct an inquiry under sub-section (1) of section 63;
CHAPTER XIV MISCELLANEOUS,undefined,"the form and manner of making a complaint under sub-section (2), and the	10"
CHAPTER XIV MISCELLANEOUS,undefined,procedure for hearing of a complaint under sub-section (8) of section 64;
CHAPTER XIV MISCELLANEOUS,undefined,"the manner of appointment, term of office, salaries and allowances, resignation, removal and the other terms and conditions of service of the Chairperson and any member of the Appellate Tribunal under sub-section (2) of section 68;"
CHAPTER XIV MISCELLANEOUS,undefined,the procedure of filling of vacancies in the Appellate Tribunal under section 69;	15
CHAPTER XIV MISCELLANEOUS,undefined,the salaries and allowances and other conditions of service of the officers and employees of the Appellate Tribunal under sub-section (3) of section 70;
CHAPTER XIV MISCELLANEOUS,undefined,"the form, manner and fee for filing an appeal or application, as the case may be, with the Appellate Tribunal under sub-section (1) of section 72;"
CHAPTER XIV MISCELLANEOUS,undefined,other matters under clause (i) of sub-section (2) of section 73 in respect of	20
CHAPTER XIV MISCELLANEOUS,undefined,powers of the Appellate Tribunal;
CHAPTER XIV MISCELLANEOUS,undefined,"(v) the form of accounts, other relevant records and annual statement of accounts under sub-section (1), the intervals at which the accounts of the Authority shall be audited under sub-section (2) of section 80;"
CHAPTER XIV MISCELLANEOUS,undefined,"the time in which and the form and manner in which the returns, statements,	25"
CHAPTER XIV MISCELLANEOUS,undefined,"and particulars are to be furnished to the Central Government under sub-section (1), and annual report under sub-section (2) of section 81;"
CHAPTER XIV MISCELLANEOUS,undefined,"the manner in which the Central Government may issue a direction, including the specific purposes for which data is sought under sub-section (2) and the form of"
CHAPTER XIV MISCELLANEOUS,undefined,disclosure of such directions under sub-section (3) of section 91; or	30
CHAPTER XIV MISCELLANEOUS,undefined,"( y) any other matter which is require to be, or may be, prescribed, or in respect of which provision is to be made, by rules."
CHAPTER XIV MISCELLANEOUS,undefined,"(1) The Authority may, by notification, make regulations consistent with this Act and the rules made thereunder to carry out the provisions of this Act."
CHAPTER XIV MISCELLANEOUS,undefined,"In particular and without prejudice to the generality of the foregoing power, such	35"
CHAPTER XIV MISCELLANEOUS,undefined,"regulations may provide for all or any of the following matters, namely:—"
CHAPTER XIV MISCELLANEOUS,undefined,information required to be provided by the data fiduciary to the data principal in its notice under clause (n) of sub-section (1) of section 7;
CHAPTER XIV MISCELLANEOUS,undefined,manner in which the personal data retained by the data fiduciary must be deleted under sub-section (4) of section 9;	40
CHAPTER XIV MISCELLANEOUS,undefined,the safeguards for protecting the rights of data principals under sub-section (3) of section 14;
CHAPTER XIV MISCELLANEOUS,undefined,the additional safeguards or restrictions under sub-section (2) of section 15;
CHAPTER XIV MISCELLANEOUS,undefined,the manner of obtaining consent of the parent or guardian of a child under
CHAPTER XIV MISCELLANEOUS,undefined,"sub-section (2), the manner of verification of age of a child under sub-section (3),	45"
CHAPTER XIV MISCELLANEOUS,undefined,application of provision in modified form to data fiduciaries offering counselling or child protection services under sub-section (6) of section 16;
CHAPTER XIV MISCELLANEOUS,undefined,"the period within which a data fiduciary must acknowledge the receipt of request under sub-section (1), the fee to be charged under sub-section (2), the period"
CHAPTER XIV MISCELLANEOUS,undefined,"within which request is to be complied with under sub-section (3), and the manner and the period within which a data principal may file a complaint under sub-section (4) of section 21;"
CHAPTER XIV MISCELLANEOUS,undefined,the manner for submission of privacy by design policy under sub-section (2) of section 22;
CHAPTER XIV MISCELLANEOUS,undefined,"(h) the manner and the technical, operation, financial and other conditions for registration of the consent manager and its compliance under sub-section (5) of section 23;"
CHAPTER XIV MISCELLANEOUS,undefined,the manner of registration of significant data fiduciaries under sub-section (2) of section 26;
CHAPTER XIV MISCELLANEOUS,undefined,"(j) the circumstances or classes of data fiduciaries or processing operations where data protection impact assessments shall be mandatory and instances where data auditor shall be appointed under sub-section (2), and the manner in which data protection officer shall review the data protection impact assessment and submit to the Authority under sub-section (4) of section 27;"
CHAPTER XIV MISCELLANEOUS,undefined,"(k) the form and manner for maintaining the records, and any other aspect of processing for which records shall be maintained under sub-section (1) of section 28;"
CHAPTER XIV MISCELLANEOUS,undefined,the other factors to be taken into consideration under clause (g) of sub-section (2); the form and procedure for conducting audits under sub-section (3); the manner of registration of auditors under sub-section (4); criteria on the basis of
CHAPTER XIV MISCELLANEOUS,undefined,which rating in the form of a data trust score may be assigned to a data fiduciary under sub-section (6) of section 29;
CHAPTER XIV MISCELLANEOUS,undefined,the qualification and experience of a data protection officer under sub-section (1) of section 30;
CHAPTER XIV MISCELLANEOUS,undefined,the period within which transfer of personal data shall be notified to the
CHAPTER XIV MISCELLANEOUS,undefined,Authority under sub-section (3) of section 34;
CHAPTER XIV MISCELLANEOUS,undefined,"the provisions of the Act and the class of research, archival or statistical purposes which may be exempted under section 38;"
CHAPTER XIV MISCELLANEOUS,undefined,"the remuneration, salary or allowances and other terms and conditions of service of such officers, employees, consultants and experts under sub-section (2) of"
CHAPTER XIV MISCELLANEOUS,undefined,section 48;
CHAPTER XIV MISCELLANEOUS,undefined,the code of practice under sub-section (1) of section 50;
CHAPTER XIV MISCELLANEOUS,undefined,the form and manner for providing information to the Authority by the data fiduciary under sub-section (3) of section 52;
CHAPTER XIV MISCELLANEOUS,undefined,"any other matter which is required to be, or may be specified, or in respect of"
CHAPTER XIV MISCELLANEOUS,undefined,which provision is to be or may be made by regulations.
CHAPTER XIV MISCELLANEOUS,undefined,"Every rule and regulation made under this Act and notification issued under sub-section (4) of section 67 shall be laid, as soon as may be after it is made, before each House of Parliament, while it is in session, for a total period of thirty days which may be comprised in one session or in two or more successive sessions, and if, before the expiry of the session"
CHAPTER XIV MISCELLANEOUS,undefined,"immediately following the session or the successive sessions aforesaid, both Houses agree in making any modification in the rule or regulation or notification or both Houses agree that the rule or regulation or notification should not be made, the rule or regulation or notification shall thereafter have effect only in such modified form or be of no effect, as the case may be; so, however, that any such modification or annulment shall be without prejudice to the validity of"
CHAPTER XIV MISCELLANEOUS,undefined,anything previously done under that rule or regulation or notification.
CHAPTER XIV MISCELLANEOUS,undefined,Rules and regulations to be laid before Parliament.
CHAPTER XIV MISCELLANEOUS,undefined,Overriding effect of this Act.
CHAPTER XIV MISCELLANEOUS,undefined,Power to remove
CHAPTER XIV MISCELLANEOUS,undefined,difficulties.
CHAPTER XIV MISCELLANEOUS,undefined,Amendment of Act 21 of 2000.
CHAPTER XIV MISCELLANEOUS,undefined,Omission of section 43A.
CHAPTER XIV MISCELLANEOUS,undefined,Amendment of section 87.
CHAPTER XIV MISCELLANEOUS,undefined,"Save as otherwise provided in this Act, the provisions of this Act shall have effect notwithstanding anything inconsistent therewith any other law for the time being in force or any instrument having effect by virtue of any law other than this Act."
CHAPTER XIV MISCELLANEOUS,undefined,"(1) If any difficulty arises in giving effect to the provisions of this Act, the Central Government may, by order, published in the Official Gazette, make such provisions not 5 inconsistent with the provisions of this Act as may appear to be necessary or expedient for removing the difficulty:"
CHAPTER XIV MISCELLANEOUS,undefined,Provided that no such order shall be made under this section after the expiry of five years from the commencement of this Act.
CHAPTER XIV MISCELLANEOUS,undefined,"(2) Every order made under this section shall be laid, as soon as may be after it is made, 10"
CHAPTER XIV MISCELLANEOUS,undefined,before each House of Parliament.
CHAPTER XIV MISCELLANEOUS,undefined,"The Information Technology Act, 2000 shall be amended in the manner specified in the Schedule to this Act."
CHAPTER XIV MISCELLANEOUS,undefined,THE SCHEDULE
CHAPTER XIV MISCELLANEOUS,undefined,(See section 98)	15
CHAPTER XIV MISCELLANEOUS,undefined,"AMENDMENTS TO THE INFORMATION TECHNOLOGY ACT, 2000 (21 OF 2000)"
CHAPTER XIV MISCELLANEOUS,undefined,"Section 43A of the Information Technology Act, 2000 (hereafter in this Schedule referred to as the principal Act) shall be omitted."
CHAPTER XIV MISCELLANEOUS,undefined,"In section 87 of the principal Act, in sub-section (2), clause (ob) shall be omitted.	20"
CHAPTER XIV MISCELLANEOUS,undefined,STATEMENT OF OBJECTS AND REASONS
CHAPTER XIV MISCELLANEOUS,undefined,"In the matter of Justice K.S. Puttaswami and another Vs. Union of India [WP 494 of 2012], a nine Judge Constitutional Bench of the Supreme Court, while delivering its judgment on 24th August, 2017, declared ""privacy"" as a fundamental right under article 21 of the Constitution. Subsequently, on 26th September, 2018, a five Judge Constitutional Bench of the Supreme Court while delivering its final judgment in the above case impressed upon the Government to bring out a robust data protection regime."
CHAPTER XIV MISCELLANEOUS,undefined,"The Government on 31st July, 2017 constituted a ""Committee of Experts on Data Protection"" chaired by Justice B.N. Srikrishna to examine the issues relating to data protection. The said Committee examined the issues on data protection and submitted its Report on 27th July, 2018. On the basis of the recommendations made in the said Report and the suggestions received from various stakeholders, it is proposed to enact a legislation, namely, the Personal Data Protection Bill, 2019."
CHAPTER XIV MISCELLANEOUS,undefined,"The proposed Legislation seeks to bring a strong and robust data protection framework for India and to set up an Authority for protecting personal data and empowering the citizens' with rights relating to their personal data ensuring their fundamental right to ""privacy and protection of personal data""."
CHAPTER XIV MISCELLANEOUS,undefined,"The salient features of the Data Protection Bill, 2019, inter alia, are as under—"
CHAPTER XIV MISCELLANEOUS,undefined,"to promote the concepts such as consent framework, purpose limitation, storage limitation and the data minimisation;"
CHAPTER XIV MISCELLANEOUS,undefined,to lay down obligations on entities collecting personal data (data fiduciary) to collect only that data which is required for a specific purpose and with the express consent of the individual (data principal);
CHAPTER XIV MISCELLANEOUS,undefined,"to confer rights on the individual to obtain personal data, correct inaccurate data, erase data, update the data, port the data to other fiduciaries and the right to restrict or prevent the disclosure of personal data;"
CHAPTER XIV MISCELLANEOUS,undefined,"to establish an Authority to be called the ""Data Protection Authority of India"" (the Authority) which shall consist of a Chairperson and not more than six whole-time Members to be appointed by the Central Government;"
CHAPTER XIV MISCELLANEOUS,undefined,"to provide that the Authority shall protect the interests of data principals, prevent any misuse of personal data, ensure compliance with the provisions of the proposed legislation and promote awareness about the data protection;"
CHAPTER XIV MISCELLANEOUS,undefined,"to specify a provision relating to ""social media intermediary"" whose actions have significant impact on electoral democracy, security of the State, public order or the sovereignty and integrity of India and to empower the Central Government, in consultation with the Authority, to notify the said intermediary as a significant data fiduciary;"
CHAPTER XIV MISCELLANEOUS,undefined,"to confer a ""right of grievance"" on data principal to make a complaint against the grievance to the data fiduciary and if aggrieved by the decision of such data fiduciary, he may approach the Authority;"
CHAPTER XIV MISCELLANEOUS,undefined,to empower the Central Government to exempt any agency of Government from application of the proposed Legislation;
CHAPTER XIV MISCELLANEOUS,undefined,"to empower the Authority to specify the ""code of practice"" to promote good practices of data protection and facilitate compliance with the obligations under this legislation;"
CHAPTER XIV MISCELLANEOUS,undefined,"to appoint the ""Adjudicating Officer"" for the purpose of adjudging the penalties to be imposed and the compensation to be awarded under the provisions of this legislation;"
CHAPTER XIV MISCELLANEOUS,undefined,"to establish an ""Appellate Tribunal"" to hear and dispose of any appeal from an order of the Authority under clause 54 and the Adjudicating Officer under clauses 63 and 64; and"
CHAPTER XIV MISCELLANEOUS,undefined,"to impose ""fines and penalties"" for contravention of the provisions of the proposed legislation."
CHAPTER XIV MISCELLANEOUS,undefined,The Notes on Clauses explain in detail the various provisions contained in the Bill.
CHAPTER XIV MISCELLANEOUS,undefined,The Bill seeks to achieve the above objectives.
CHAPTER XIV MISCELLANEOUS,undefined,NEW DELHI;	RAVI SHANKAR PRASAD.
CHAPTER XIV MISCELLANEOUS,undefined,"The 5th December, 2019."
CHAPTER XIV MISCELLANEOUS,undefined,Notes on Clauses
CHAPTER XIV MISCELLANEOUS,undefined,Clause 1.—This clause seeks to provide for short title and commencement of the Act.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 2.—This clause seeks to clarify the application of the Act with regard to personal data of Indians and save for clause 91 would not be applicable to processing of anonymised data.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 3.- This clause seeks to define certain expressions occurring in the Act.
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 4.—This clause seeks to prohibit processing of personal data without any specific, clear and lawful purpose."
CHAPTER XIV MISCELLANEOUS,undefined,Clause 5.—This clause seeks to limit the processing of personal data to the purpose consented to by the data principal or which is incidental or connected thereto.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 6.—This clause seeks to lay down limitation on collection of personal data specifying that it should be only to the extent that is necessary.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 7.—This clause seeks to lay down the requirement of notice for collection or processing of personal data and lists the various types of information that should be contained in the notice given to the data principal.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 8.—This clause seeks to lay down that the data fiduciary should ensure the quality of the personal data processed.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 9.—This clause seeks to lay down restriction on retention of personal data beyond what is necessary.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 10.—This clause seeks to lay down the responsibility for complying with the provisions of this Act on the data fiduciary.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 11.—This clause seeks to expound the various aspects of consent which are necessary for processing of personal data.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 12.—This clause seeks to list out certain cases which provide for processing of personal data without consent.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 13.—This clause seeks to provide for processing of personal data necessary for purposes related to employment.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 14.—This clause seeks to provide for other reasonable purposes for which personal data may be processed.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 15.—This clause seeks to provide for categorisation of personal data as sensitive personal data and lists out criteria for such categorisation.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 16.—This clause seeks to provide for obligations on data fiduciaries who processed personal data of children.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 17.—This clause seeks to provide the data principal with the right to confirmation and access to his personal data.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 18.—This clause seeks to provide the data principal with a right to correct and erase his personal data.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 19.—This clause seeks to provide the data principal the right to port personal data to any data fiduciary.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 20.—This clause seeks to provide the data principal the right to be forgotten.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 21.—This clause seeks to lay down the general conditions for the exercise of the rights in clauses 17 to 20.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 22.—This clause seeks to list out the constituents of privacy by design policy.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 23.—This clause seeks to require transparency in processing of personal data by requiring the fiduciary to inform the data principal and making information available.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 24.—This clause seeks to require the data fiduciary to implement necessary security safeguards.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 25.—This clause seeks to require the data fiduciary to report to the Authority about breach of any personal data.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 26.—This clause seeks to provide for classification of certain data fiduciaries as significant data fiduciaries including certain social media intermediaries.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 27.—This clause seeks to require significant data fiduciaries to undertake data protection impact assessment.
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 28.—This clause seeks to require significant data fiduciaries to maintain accurate and up-to-date records, including requiring significant social media intermediaries to provide for voluntary verification mechanism."
CHAPTER XIV MISCELLANEOUS,undefined,Clause 29.—This clause seeks to require significant data fiduciaries to have their policies and conduct audited by data auditors.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 30.—This clause seeks to require significant data fiduciaries to appoint a Data Protection Officer.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 31.—This clause seeks to require data fiduciaries to ensure a contract for processing by other data processors.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 32.—This clause seeks to require every data fiduciary to have a grievance redressal mechanism.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 33.—This clause seeks to prohibit processing of sensitive personal data and critical personal data outside India.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 34.—This clause seeks to list out conditions under which sensitive personal data and critical personal data could be transferred outside India.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 35.—This clause seeks to empower the Central Government to exempt any agency of the Government from application of the Act.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 36.—This clause seeks to provide for exemption of certain provisions of the Act for certain processing of personal data.
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 37.—This clause seeks to clarify that the Government could exempt certain data processors who are processing data of foreigners, from the application of this Act."
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 38.—This clause seeks to provide for exemption when personal data is processed for research, archival or statistical purposes."
CHAPTER XIV MISCELLANEOUS,undefined,Clause 39.—This clause seeks to provide for exemption for small entities who are engaged in manual processing of personal data.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 40.—This clause seeks to provide for a Sandbox which can facilitate new ideas and approaches without any regulatory violations.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 41.—This clause seeks to establish a regulator namely the Data Protection Authority of India (the Authority).
CHAPTER XIV MISCELLANEOUS,undefined,Clause 42—This clause seeks to lift the compositions and qualifications for appointment of Chairperson and Members of the Authority and their method of selection.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 43.—This clause seeks to list the terms and conditions of appointment for the Chairperson and Members of the Authority.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 44.—This clause seeks to list the conditions under which a Chairperson or other Members of the Authority can be removed.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 45.—This clause seeks to lay down that the powers of the Authority rests with the Chairperson
CHAPTER XIV MISCELLANEOUS,undefined,Clause 46.—This clause seeks to provide for the matters relating to meetings of the Authority.
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 47.—This clause seeks to provide that the proceedings of the Authority would not be invalidated due to vacancy, procedural irregularity, etc."
CHAPTER XIV MISCELLANEOUS,undefined,Clause 48.—This clause seeks to empower the Authority to appoint officers and other employees.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 49.—This clause seeks to list the powers and functions of the Authority.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 50.—This clause seeks to require the Authority to specify codes of practice to promote good practices of data protection.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 51.—This clause seeks to empower the Authority to issue directions to any data fiduciary for the discharge of its functions.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 52.—This clause seeks to empower the Authority to call for information from any data fiduciary
CHAPTER XIV MISCELLANEOUS,undefined,Clause 53.—This clause seeks to empower the Authority to conduct an inquiry into the affairs of a data fiduciary.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 54.- This clause seeks to list out various actions that can be taken by the Authority pursuant to an inquiry
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 55.—This clause seeks to empower the Inquiry Officer of the Authority to order for search and seizure of documents, records, etc."
CHAPTER XIV MISCELLANEOUS,undefined,Clause 56.—This clause seeks to provide for coordination between the Authority and other regulators.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 57.—This clause seeks to list out penalties for contravening certain provisions of the Act.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 58.—This clause seeks to list out penalties for failure to comply with request made by data principal.
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 59.—This clause seeks to list out penalty for failure of the data fiduciary to furnish report, return, information to the Authority."
CHAPTER XIV MISCELLANEOUS,undefined,Clause 60.—This clause seeks to list out penalty for failure of the data fiduciary to comply with direction or order issued by the Authority.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 61.—This clause seeks to list out penalty for contravention of any provision of this Act or rules or regulations made thereunder for which no separate penalty has been provided.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 62.—This clause seeks to provide for appointment of Adjudicating Officer for adjudging penalties.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 63.—This clause seeks to lay down the procedure for adjudication by Adjudicating Officer.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 64—This clause seeks to provide for data principal's right to seek compensation from the data fiduciary in case of suffering harm.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 65.—This clause seeks to ensure that compensation or penalties under this Act would not interfere with any other penalty or punishment.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 66.—This clause seeks to lay down that penalties or compensation awarded under this Act may be recovered as arrear of land revenue.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 67.—This clause seeks to lay down provisions relating to establishment of Appellate Tribunal.
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 68.—This clause seeks to list out qualifications, appointment, term, conditions of service of Chairperson and Members of Appellate Tribunal."
CHAPTER XIV MISCELLANEOUS,undefined,Clause 69.—This clause seeks to provide for filling up vacancies in the office of Chairperson and Members of Appellate Tribunal.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 70.—This clause seeks to provide for staffing of Appellate Tribunal.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 71.—This clause seeks to provide for distribution of business to different benches of the Appellate Tribunal.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 72.—This clause seeks to provide for appeal to the Appellate Tribunal against any decision of the Authority.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 73.—This clause seeks to lay down the procedure and powers of the Appellate Tribunal.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 74.—This clause seeks to provide that the Appellate Tribunal shall have all the powers of a civil court.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 75.—This clause seeks to provide for an appeal to the Supreme Court against any order of the Appellate Tribunal.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 76.—This clause seeks to provide for the applicant or appellant to appear in person or authorise legal representative.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 77.—This clause seeks to lay down that no civil court would have jurisdiction to entertain any suit on any matter which falls within the ambit of Appellate Tribunal.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 78.—This clause seeks to provide for the Central Government to make grants to the Authority.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 79. —This clause seeks to provide for constitution of the Data Protection Authority Fund.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 80.—This clause seeks to require the Authority to maintain proper accounts which are to be audited by the Comptroller and Auditor-General of India.
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 81.—This clause seeks to require the Authority to furnish returns, statements, etc., to the Central Government."
CHAPTER XIV MISCELLANEOUS,undefined,Clause 82.—This clause seeks to list out punishment for the offence of reidentifying of deidentified personal data.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 83.—This clause seeks to lays out that offence in Clause 82 to be cognizable and non-bailable.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 84.—This clause seeks to list out provisions relating to commission of offence by companies.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 85.—This clause seeks to list out provisions relating to commission of offence by any State Government or Central Government Department or agency.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 86.—This clause seeks to empower the Central Government to issue directions to the Authority.
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 87.—This clause seeks to deem Members, officers etc. of the Authority to be public servants when acting pursuant to any provisions of the Act."
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 88.—This clause seeks to protect the Authority, Member, employee in case of action done under this Act in good faith."
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 89.—This clause seeks to exempts Authority from tax on income in respect of its income, profits."
CHAPTER XIV MISCELLANEOUS,undefined,Clause 90.—This clause seeks to empower the Authority to delegate its powers or functions to any Member or officer.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 91.—This clause seeks to empower the Central Government to frame policies for digital economy in respect of non-personal data.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 92.—This clause seeks to ban processing of certain forms of biometric data unless permitted by law.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 93.—This clause seeks to empowers the Central Government to make rules to carry out the provisions of the Act.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 94.—This clause seeks to empowers the Authority to make regulations consistent with the Act and rules made there under.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 95.—This clause seeks to require that rules and regulations made under this Act are to be laid before the Parliament.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 96.—This clause seeks to provide for the overriding effect of this Act notwithstanding anything inconsistent with any other law.
CHAPTER XIV MISCELLANEOUS,undefined,Clause 97.—This clause seeks to provide for power of Central Government to remove difficulties.
CHAPTER XIV MISCELLANEOUS,undefined,"Clause 98.—This clause seeks to provide for related amendments to the Informations Technology Act, 2000."
CHAPTER XIV MISCELLANEOUS,undefined,FINANCIAL MEMORANDUM
