chapter,article,recital
Cooperation and consistency,Joint operations of supervisory authorities,"Where, in accordance with paragraph 1, staff of a seconding supervisory authority operate in another Member State, the Member State of the host supervisory authority shall assume responsibility for their actions, including liability, for any damage caused by them during their operations, in accordance with the law of the Member State in whose territory they are operating."
Cooperation and consistency,Joint operations of supervisory authorities,The Member State in whose territory the damage was caused shall make good such damage under the conditions applicable to damage caused by its own staff. The Member State of the seconding
Cooperation and consistency,Joint operations of supervisory authorities,supervisory authority whose staff has caused damage to any person in the territory of another Member State shall reimburse that other Member State in full any sums it has paid to the persons entitled on their behalf.
Cooperation and consistency,Joint operations of supervisory authorities,"Without prejudice to the exercise of its rights vis-à-vis third parties and with the exception of paragraph 5, each Member State shall refrain, in the case provided for in paragraph 1, from requesting reimbursement from another Member State in relation to damage referred to in paragraph 4."
Cooperation and consistency,Joint operations of supervisory authorities,"Where a joint operation is intended and a supervisory authority does not, within one month, comply with the obligation laid down in the second sentence of paragraph 2 of this Article, the other supervisory authorities may adopt a provisional measure on the territory of its Member State in accordance with Article 55. In that case, the urgent need to act under Article 66(1) shall be presumed to be met and require an opinion or an urgent binding decision from the Board pursuant to Article 66(2)."
Cooperation and consistency,Joint operations of supervisory authorities,Section 2 Consistency
Cooperation and consistency,Consistency mechanism,"In order to contribute to the consistent application of this Regulation throughout the Union, the supervisory authorities shall cooperate with each other and, where relevant, with the Commission, through the consistency mechanism as set out in this Section."
Cooperation and consistency,Opinion of the Board,"The Board shall issue an opinion where a competent supervisory authority intends to adopt any of the measures below. To that end, the competent supervisory authority shall communicate the draft decision to the Board, when it:"
Cooperation and consistency,Opinion of the Board,aims to adopt a list of the processing operations subject to the requirement for a data protection impact assessment pursuant to Article 35(4);
Cooperation and consistency,Opinion of the Board,concerns a matter pursuant to Article 40(7) whether a draft code of conduct or an amendment or extension to a code of conduct complies with this Regulation;
Cooperation and consistency,Opinion of the Board,aims to approve the criteria for accreditation of a body pursuant to Article 41(3) or a certification body pursuant to Article 43(3);
Cooperation and consistency,Opinion of the Board,aims to determine standard data protection clauses referred to in point (d) of Article 46(2) and in Article 28(8);
Cooperation and consistency,Opinion of the Board,aims to authorise contractual clauses referred to in point (a) of Article 46(3); or
Cooperation and consistency,Opinion of the Board,aims to approve binding corporate rules within the meaning of Article 47.
Cooperation and consistency,Opinion of the Board,"Any supervisory authority, the Chair of the Board or the Commission may request that any matter of general application or producing effects in more than one Member State be examined by the Board with a view to obtaining an opinion, in particular where a competent supervisory authority does not comply with the obligations for mutual assistance in accordance with Article 61 or for joint operations in accordance with Article 62."
Cooperation and consistency,Opinion of the Board,"In the cases referred to in paragraphs 1 and 2, the Board shall issue an opinion on the matter submitted to it provided that it has not already issued an opinion on the same matter. That opinion shall be adopted within eight weeks by simple majority of the members of the Board. That period may be extended by a further six weeks, taking into account the complexity of the subject matter. Regarding the draft decision referred to in paragraph 1 circulated to the members of the Board in accordance with paragraph 5, a member which has not objected within a reasonable period indicated by the Chair, shall be deemed to be in agreement with the draft decision."
Cooperation and consistency,Opinion of the Board,"Supervisory authorities and the Commission shall, without undue delay, communicate by electronic means to the Board, using a standardised format any relevant information, including as the case may be a summary of the facts, the draft decision, the grounds which make the enactment of such measure necessary, and the views of other supervisory authorities concerned."
Cooperation and consistency,Opinion of the Board,"The Chair of the Board shall, without undue, delay inform by electronic means:"
Cooperation and consistency,Opinion of the Board,"the members of the Board and the Commission of any relevant information which has been communicated to it using a standardised format. The secretariat of the Board shall, where necessary, provide translations of relevant information; and"
Cooperation and consistency,Opinion of the Board,"the supervisory authority referred to, as the case may be, in paragraphs 1 and 2, and the Commission of the opinion and make it public."
Cooperation and consistency,Opinion of the Board,The competent supervisory authority shall not adopt its draft decision referred to in paragraph 1 within the period referred to in paragraph 3.
Cooperation and consistency,Opinion of the Board,"The supervisory authority referred to in paragraph 1 shall take utmost account of the opinion of the Board and shall, within two weeks after receiving the opinion, communicate to the Chair of the Board by electronic means whether it will maintain or amend its draft decision and, if any, the amended draft decision, using a standardised format."
Cooperation and consistency,Opinion of the Board,"Where the supervisory authority concerned informs the Chair of the Board within the period referred to in paragraph 7 of this Article that it does not intend to follow the opinion of the Board, in whole or in part, providing the relevant grounds, Article 65(1) shall apply."
Cooperation and consistency,Dispute resolution by the Board,"In order to ensure the correct and consistent application of this Regulation in individual cases, the Board shall adopt a binding decision in the following cases:"
Cooperation and consistency,Dispute resolution by the Board,"where, in a case referred to in Article 60(4), a supervisory authority concerned has raised a relevant and reasoned objection to a draft decision of the lead authority or the lead authority has rejected such an objection as being not relevant or reasoned. The binding decision shall concern all the matters which are the subject of the relevant and reasoned objection, in particular whether there is an infringement of this Regulation;"
Cooperation and consistency,Dispute resolution by the Board,where there are conflicting views on which of the supervisory authorities concerned is competent for the main establishment;
Cooperation and consistency,Dispute resolution by the Board,"where a competent supervisory authority does not request the opinion of the Board in the cases referred to in Article 64(1), or does not follow the opinion of the Board issued under Article 64. In that case, any supervisory authority concerned or the Commission may communicate the matter to the Board."
Cooperation and consistency,Dispute resolution by the Board,The decision referred to in paragraph 1 shall be adopted within one month from the referral of the subject-matter by a two-thirds majority of the members of the Board. That period may be extended by a further month on account of the complexity of the subject-matter. The decision referred to in paragraph 1 shall be reasoned and addressed to the lead supervisory authority and all the supervisory authorities concerned and binding on them.
Cooperation and consistency,Dispute resolution by the Board,"Where the Board has been unable to adopt a decision within the periods referred to in paragraph 2, it shall adopt its decision within two weeks following the expiration of the second month referred to in paragraph 2 by a simple majority of the members of the Board. Where the members of the Board are split, the decision shall by adopted by the vote of its Chair."
Cooperation and consistency,Dispute resolution by the Board,The supervisory authorities concerned shall not adopt a decision on the subject matter submitted to the Board under paragraph 1 during the periods referred to in paragraphs 2 and 3.
Cooperation and consistency,Dispute resolution by the Board,"The Chair of the Board shall notify, without undue delay, the decision referred to in paragraph 1 to the supervisory authorities concerned. It shall inform the Commission thereof. The decision shall be published on the website of the Board without delay after the supervisory authority has notified the final decision referred to in paragraph 6."
Cooperation and consistency,Dispute resolution by the Board,"The lead supervisory authority or, as the case may be, the supervisory authority with which the complaint has been lodged shall adopt its final decision on the basis of the decision referred to in paragraph 1 of this Article, without undue delay and at the latest by one month after the Board has notified its decision. The lead supervisory authority or, as the case may be, the supervisory authority with which the complaint has been lodged, shall inform the Board of the date when its final decision is notified respectively to the controller or the processor and to the data subject. The final decision of the supervisory authorities concerned shall be adopted under the terms of Article 60(7), (8) and (9). The final decision shall refer to the decision referred to in paragraph 1 of this Article and shall specify that the decision referred to in that paragraph will be published on the website of the Board in accordance with paragraph 5 of this Article. The final decision shall attach the decision referred to in paragraph 1 of this Article."
Cooperation and consistency,Urgency procedure,"In exceptional circumstances, where a supervisory authority concerned considers that there is an urgent need to act in order to protect the rights and freedoms of data subjects, it may, by way of derogation from the consistency mechanism referred to in Articles 63, 64 and 65 or the procedure referred to in Article 60, immediately adopt provisional measures intended to produce legal effects on its own territory with a specified period of validity which shall not exceed three months. The supervisory authority shall, without delay, communicate those measures and the reasons for adopting them to the other supervisory authorities concerned, to the Board and to the Commission."
Cooperation and consistency,Urgency procedure,"Where a supervisory authority has taken a measure pursuant to paragraph 1 and considers that final measures need urgently be adopted, it may request an urgent opinion or an urgent binding decision from the Board, giving reasons for requesting such opinion or decision."
Cooperation and consistency,Urgency procedure,"Any supervisory authority may request an urgent opinion or an urgent binding decision, as the case may be, from the Board where a competent supervisory authority has not taken an appropriate measure in a situation where there is an urgent need to act, in order to protect the rights and freedoms of data subjects, giving reasons for requesting such opinion or decision, including for the urgent need to act."
Cooperation and consistency,Urgency procedure,"By derogation from Article 64(3) and Article 65(2), an urgent opinion or an urgent binding decision referred to in paragraphs 2 and 3 of this Article shall be adopted within two weeks by simple majority of the members of the Board."
Cooperation and consistency,Exchange of information,"The Commission may adopt implementing acts of general scope in order to specify the arrangements for the exchange of information by electronic means between supervisory authorities, and between supervisory authorities and the Board, in particular the standardised format referred to in Article 64."
Cooperation and consistency,Exchange of information,Those implementing acts shall be adopted in accordance with the examination procedure referred to in Article 93(2).
Cooperation and consistency,Exchange of information,Section 3
Cooperation and consistency,Exchange of information,European data protection board
Cooperation and consistency,European Data Protection Board,The European Data Protection Board (the ‘Board’) is hereby established as a body of the Union and shall have legal personality.
Cooperation and consistency,European Data Protection Board,The Board shall be represented by its Chair.
Cooperation and consistency,European Data Protection Board,"The Board shall be composed of the head of one supervisory authority of each Member State and of the European Data Protection Supervisor, or their respective representatives."
Cooperation and consistency,European Data Protection Board,"Where in a Member State more than one supervisory authority is responsible for monitoring the application of the provisions pursuant to this Regulation, a joint representative shall be appointed in accordance with that Member State's law."
Cooperation and consistency,European Data Protection Board,The Commission shall have the right to participate in the activities and meetings of the Board without voting right. The Commission shall designate a representative. The Chair of the Board shall communicate to the Commission the activities of the Board.
Cooperation and consistency,European Data Protection Board,"In the cases referred to in Article 65, the European Data Protection Supervisor shall have voting rights only on decisions which concern principles and rules applicable to the Union institutions, bodies, offices and agencies which correspond in substance to those of this Regulation."
Cooperation and consistency,Independence,The Board shall act independently when performing its tasks or exercising its powers pursuant to Articles 70 and 71.
Cooperation and consistency,Independence,"Without prejudice to requests by the Commission referred to in point (b) of Article 70(1) and in Article 70(2), the Board shall, in the performance of its tasks or the exercise of its powers, neither seek nor take instructions from anybody."
Cooperation and consistency,Tasks of the Board,"The Board shall ensure the consistent application of this Regulation. To that end, the Board shall, on its own initiative or, where relevant, at the request of the Commission, in particular:"
Cooperation and consistency,Tasks of the Board,monitor and ensure the correct application of this Regulation in the cases provided for in Articles 64 and 65 without prejudice to the tasks of national supervisory authorities;
Cooperation and consistency,Tasks of the Board,"advise the Commission on any issue related to the protection of personal data in the Union, including on any proposed amendment of this Regulation;"
Cooperation and consistency,Tasks of the Board,"advise the Commission on the format and procedures for the exchange of information between controllers, processors and supervisory authorities for binding corporate rules;"
Cooperation and consistency,Tasks of the Board,"issue guidelines, recommendations, and best practices on procedures for erasing links, copies or replications of personal data from publicly available communication services as referred to in Article 17(2);"
Cooperation and consistency,Tasks of the Board,"examine, on its own initiative, on request of one of its members or on request of the Commission, any question covering the application of this Regulation and issue guidelines, recommendations and best practices in order to encourage consistent application of this Regulation;"
Cooperation and consistency,Tasks of the Board,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for further specifying the criteria and conditions for decisions based on profiling pursuant to Article 22(2);"
Cooperation and consistency,Tasks of the Board,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for establishing the personal data breaches and determining the undue delay"
Cooperation and consistency,Tasks of the Board,referred to in Article 33(1) and (2) and for the particular circumstances in which a controller or a processor is required to notify the personal data breach;
Cooperation and consistency,Tasks of the Board,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph as to the circumstances in which a personal data breach is likely to result in a high risk to the rights and freedoms of the natural persons referred to in Article 34(1)."
Cooperation and consistency,Tasks of the Board,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for the purpose of further specifying the criteria and requirements for personal data transfers based on binding corporate rules adhered to by controllers and binding corporate rules adhered to by processors and on further necessary requirements to ensure the protection of personal data of the data subjects concerned referred to in Article 47;"
Cooperation and consistency,Tasks of the Board,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for the purpose of further specifying the criteria and requirements for the personal data transfers on the basis of Article 49(1);"
Cooperation and consistency,Tasks of the Board,"draw up guidelines for supervisory authorities concerning the application of measures referred to in Article 58(1), (2) and (3) and the setting of administrative fines pursuant to Article 83;"
Cooperation and consistency,Tasks of the Board,"review the practical application of the guidelines, recommendations and best practices referred to in points (e) and (f);"
Cooperation and consistency,Tasks of the Board,"issue guidelines, recommendations and best practices in accordance with point (e) of this paragraph for establishing common procedures for reporting by natural persons of infringements of this Regulation pursuant to Article 54(2);"
Cooperation and consistency,Tasks of the Board,encourage the drawing-up of codes of conduct and the establishment of data protection certification mechanisms and data protection seals and marks pursuant to Articles 40 and 42;
Cooperation and consistency,Tasks of the Board,carry out the accreditation of certification bodies and its periodic review pursuant to Article 43 and maintain a public register of accredited bodies pursuant to Article 43(6) and of the accredited controllers or processors established in third countries pursuant to Article 42(7);
Cooperation and consistency,Tasks of the Board,specify the requirements referred to in Article 43(3) with a view to the accreditation of certification bodies under Article 42;
Cooperation and consistency,Tasks of the Board,provide the Commission with an opinion on the certification requirements referred to in Article 43(8);
Cooperation and consistency,Tasks of the Board,provide the Commission with an opinion on the icons referred to in Article 12(7);
Cooperation and consistency,Tasks of the Board,"provide the Commission with an opinion for the assessment of the adequacy of the level of protection in a third country or international organisation, including for the assessment whether a third country, a territory or one or more specified sectors within that third country, or an international organisation no longer ensures an adequate level of protection. To that end, the Commission shall provide the Board with all necessary documentation, including correspondence with the government of the third country, with regard to that third country, territory or specified sector, or with the international organisation."
Cooperation and consistency,Tasks of the Board,"issue opinions on draft decisions of supervisory authorities pursuant to the consistency mechanism referred to in Article 64(1), on matters submitted pursuant to Article 64(2) and to issue binding decisions pursuant to Article 65, including in cases referred to in Article 66;"
Cooperation and consistency,Tasks of the Board,promote the cooperation and the effective bilateral and multilateral exchange of information and best practices between the supervisory authorities;
Cooperation and consistency,Tasks of the Board,"promote common training programmes and facilitate personnel exchanges between the supervisory authorities and, where appropriate, with the supervisory authorities of third countries or with international organisations;"
Cooperation and consistency,Tasks of the Board,promote the exchange of knowledge and documentation on data protection legislation and practice with data protection supervisory authorities worldwide.
Cooperation and consistency,Tasks of the Board,issue opinions on codes of conduct drawn up at Union level pursuant to Article 40(9); and
Cooperation and consistency,Tasks of the Board,maintain a publicly accessible electronic register of decisions taken by supervisory authorities and courts on issues handled in the consistency mechanism.
Cooperation and consistency,Tasks of the Board,"Where the Commission requests advice from the Board, it may indicate a time limit, taking into account the urgency of the matter."
Cooperation and consistency,Tasks of the Board,"The Board shall forward its opinions, guidelines, recommendations, and best practices to the Commission and to the committee referred to in Article 93 and make them public."
Cooperation and consistency,Tasks of the Board,"The Board shall, where appropriate, consult interested parties and give them the opportunity to comment within a reasonable period. The Board shall, without prejudice to Article 76, make the results of the consultation procedure publicly available."
Cooperation and consistency,Reports,"The Board shall draw up an annual report regarding the protection of natural persons with regard to processing in the Union and, where relevant, in third countries and international organisations. The report shall be made public and be transmitted to the European Parliament, to the Council and to the Commission."
Cooperation and consistency,Reports,"The annual report shall include a review of the practical application of the guidelines, recommendations and best practices referred to in point (l) of Article 70(1) as well as of the binding decisions referred to in Article 65."
Cooperation and consistency,Procedure,"The Board shall take decisions by a simple majority of its members, unless otherwise provided for in this Regulation."
Cooperation and consistency,Procedure,The Board shall adopt its own rules of procedure by a two-thirds majority of its members and organise its own operational arrangements.
Cooperation and consistency,Chair,The Board shall elect a chair and two deputy chairs from amongst its members by simple majority.
Cooperation and consistency,Chair,The term of office of the Chair and of the deputy chairs shall be five years and be renewable once.
Cooperation and consistency,Tasks of the Chair,The Chair shall have the following tasks:
Cooperation and consistency,Tasks of the Chair,to convene the meetings of the Board and prepare its agenda;
Cooperation and consistency,Tasks of the Chair,to notify decisions adopted by the Board pursuant to Article 65 to the lead supervisory authority and the supervisory authorities concerned;
Cooperation and consistency,Tasks of the Chair,"to ensure the timely performance of the tasks of the Board, in particular in relation to the consistency mechanism referred to in Article 63."
Cooperation and consistency,Tasks of the Chair,The Board shall lay down the allocation of tasks between the Chair and the deputy chairs in its rules of procedure.
Cooperation and consistency,Secretariat,"The Board shall have a secretariat, which shall be provided by the European Data Protection Supervisor."
Cooperation and consistency,Secretariat,The secretariat shall perform its tasks exclusively under the instructions of the Chair of the Board.
Cooperation and consistency,Secretariat,The staff of the European Data Protection Supervisor involved in carrying out the tasks conferred on the Board by this Regulation shall be subject to separate reporting lines from the staff involved in carrying out tasks conferred on the European Data Protection Supervisor.
Cooperation and consistency,Secretariat,"Where appropriate, the Board and the European Data Protection Supervisor shall establish and publish a Memorandum of Understanding implementing this Article, determining the terms of their cooperation, and applicable to the staff of the European Data Protection Supervisor involved in carrying out the tasks conferred on the Board by this Regulation."
Cooperation and consistency,Secretariat,"The secretariat shall provide analytical, administrative and logistical support to the Board."
Cooperation and consistency,Secretariat,The secretariat shall be responsible in particular for:
Cooperation and consistency,Secretariat,the day-to-day business of the Board;
Cooperation and consistency,Secretariat,"communication between the members of the Board, its Chair and the Commission;"
Cooperation and consistency,Secretariat,communication with other institutions and the public;
Cooperation and consistency,Secretariat,the use of electronic means for the internal and external communication;
Cooperation and consistency,Secretariat,the translation of relevant information;
Cooperation and consistency,Secretariat,the preparation and follow-up of the meetings of the Board;
Cooperation and consistency,Secretariat,"the preparation, drafting and publication of opinions, decisions on the settlement of disputes between supervisory authorities and other texts adopted by the Board."
Cooperation and consistency,Confidentiality,"The discussions of the Board shall be confidential where the Board deems it necessary, as provided for in its rules of procedure."
Cooperation and consistency,Confidentiality,"Access to documents submitted to members of the Board, experts and representatives of third parties shall be governed by Regulation (EC) No 1049/2001 of the European Parliament and of the Counci"
"Remedies, liability and penalties",Right to lodge a complaint with a supervisory authority,"Without prejudice to any other administrative or judicial remedy, every data subject shall have the right to lodge a complaint with a supervisory authority, in particular in the Member State of his or her habitual residence, place of work or place of the alleged infringement if the data subject considers that the processing of personal data relating to him or her infringes this Regulation."
"Remedies, liability and penalties",Right to lodge a complaint with a supervisory authority,The supervisory authority with which the complaint has been lodged shall inform the complainant on the progress and the outcome of the complaint including the possibility of a judicial remedy pursuant to Article 78.
"Remedies, liability and penalties",Right to an effective judicial remedy against a supervisory authority,"Without prejudice to any other administrative or non-judicial remedy, each natural or legal person shall have the right to an effective judicial remedy against a legally binding decision of a supervisory authority concerning them."
"Remedies, liability and penalties",Right to an effective judicial remedy against a supervisory authority,"Without prejudice to any other administrative or non-judicial remedy, each data subject shall have the right to a an effective judicial remedy where the supervisory authority which is competent pursuant to Articles 55 and 56 does not handle a complaint or does not inform the data subject within three months on the progress or outcome of the complaint lodged pursuant to Article 77."
"Remedies, liability and penalties",Right to an effective judicial remedy against a supervisory authority,Proceedings against a supervisory authority shall be brought before the courts of the Member State where the supervisory authority is established.
"Remedies, liability and penalties",Right to an effective judicial remedy against a supervisory authority,"Where proceedings are brought against a decision of a supervisory authority which was preceded by an opinion or a decision of the Board in the consistency mechanism, the supervisory authority shall forward that opinion or decision to the court."
"Remedies, liability and penalties",Right to an effective judicial remedy against a controller or processor,"Without prejudice to any available administrative or non-judicial remedy, including the right to lodge a complaint with a supervisory authority pursuant to Article 77, each data subject shall have the right to an effective judicial remedy where he or she considers that his or her rights under this Regulation have been infringed as a result of the processing of his or her personal data in non- compliance with this Regulation."
"Remedies, liability and penalties",Right to an effective judicial remedy against a controller or processor,"Proceedings against a controller or a processor shall be brought before the courts of the Member State where the controller or processor has an establishment. Alternatively, such proceedings may be brought before the courts of the Member State where the data subject has his or her habitual residence, unless the controller or processor is a public authority of a Member State acting in the exercise of its public powers."
"Remedies, liability and penalties",Representation of data subjects,"The data subject shall have the right to mandate a not-for-profit body, organisation or association which has been properly constituted in accordance with the law of a Member State, has statutory objectives which are in the public interest, and is active in the field of the protection of data subjects' rights and freedoms with regard to the protection of their personal data to lodge the complaint on his or her behalf, to exercise the rights referred to in Articles 77, 78 and 79 on his or her behalf, and to exercise the right to receive compensation referred to in Article 82 on his or her behalf where provided for by Member State law."
"Remedies, liability and penalties",Representation of data subjects,"Member States may provide that any body, organisation or association referred to in paragraph 1 of this Article, independently of a data subject's mandate, has the right to lodge, in that Member State, a complaint with the supervisory authority which is competent pursuant to Article 77 and to exercise the rights referred to in Articles 78 and 79 if it considers that the rights of a data subject under this Regulation have been infringed as a result of the processing."
"Remedies, liability and penalties",Suspension of proceedings,"Where a competent court of a Member State has information on proceedings, concerning the same subject matter as regards processing by the same controller or processor, that are pending in a court"
"Remedies, liability and penalties",Suspension of proceedings,"in another Member State, it shall contact that court in the other Member State to confirm the existence of such proceedings."
"Remedies, liability and penalties",Suspension of proceedings,"Where proceedings concerning the same subject matter as regards processing of the same controller or processor are pending in a court in another Member State, any competent court other than the court first seized may suspend its proceedings."
"Remedies, liability and penalties",Suspension of proceedings,"Where those proceedings are pending at first instance, any court other than the court first seized may also, on the application of one of the parties, decline jurisdiction if the court first seized has jurisdiction over the actions in question and its law permits the consolidation thereof."
"Remedies, liability and penalties",Right to compensation and liability,Any person who has suffered material or non-material damage as a result of an infringement of this Regulation shall have the right to receive compensation from the controller or processor for the damage suffered.
"Remedies, liability and penalties",Right to compensation and liability,Any controller involved in processing shall be liable for the damage caused by processing which infringes this Regulation. A processor shall be liable for the damage caused by processing only where it has not complied with obligations of this Regulation specifically directed to processors or where it has acted outside or contrary to lawful instructions of the controller.
"Remedies, liability and penalties",Right to compensation and liability,A controller or processor shall be exempt from liability under paragraph 2 if it proves that it is not in any way responsible for the event giving rise to the damage.
"Remedies, liability and penalties",Right to compensation and liability,"Where more than one controller or processor, or both a controller and a processor, are involved in the same processing and where they are, under paragraphs 2 and 3, responsible for any damage caused by processing, each controller or processor shall be held liable for the entire damage in order to ensure effective compensation of the data subject."
"Remedies, liability and penalties",Right to compensation and liability,"Where a controller or processor has, in accordance with paragraph 4, paid full compensation for the damage suffered, that controller or processor shall be entitled to claim back from the other controllers or processors involved in the same processing that part of the compensation corresponding to their part of responsibility for the damage, in accordance with the conditions set out in paragraph 2."
"Remedies, liability and penalties",Right to compensation and liability,Court proceedings for exercising the right to receive compensation shall be brought before the courts competent under the law of the Member State referred to in Article 79(2).
"Remedies, liability and penalties",General conditions for imposing administrative fines,"Each supervisory authority shall ensure that the imposition of administrative fines pursuant to this Article in respect of infringements of this Regulation referred to in paragraphs 4, 5 and 6 shall in each individual case be effective, proportionate and dissuasive."
"Remedies, liability and penalties",General conditions for imposing administrative fines,"Administrative fines shall, depending on the circumstances of each individual case, be imposed in addition to, or instead of, measures referred to in points (a) to (h) and (j) of Article 58(2). When deciding whether to impose an administrative fine and deciding on the amount of the administrative fine in each individual case due regard shall be given to the following:"
"Remedies, liability and penalties",General conditions for imposing administrative fines,"the nature, gravity and duration of the infringement taking into account the nature scope or purpose of the processing concerned as well as the number of data subjects affected and the level of damage suffered by them;"
"Remedies, liability and penalties",General conditions for imposing administrative fines,the intentional or negligent character of the infringement;
"Remedies, liability and penalties",General conditions for imposing administrative fines,any action taken by the controller or processor to mitigate the damage suffered by data subjects;
"Remedies, liability and penalties",General conditions for imposing administrative fines,the degree of responsibility of the controller or processor taking into account technical and organisational measures implemented by them pursuant to Articles 25 and 32;
"Remedies, liability and penalties",General conditions for imposing administrative fines,any relevant previous infringements by the controller or processor;
"Remedies, liability and penalties",General conditions for imposing administrative fines,"the degree of cooperation with the supervisory authority, in order to remedy the infringement and mitigate the possible adverse effects of the infringement;"
"Remedies, liability and penalties",General conditions for imposing administrative fines,the categories of personal data affected by the infringement;
"Remedies, liability and penalties",General conditions for imposing administrative fines,"the manner in which the infringement became known to the supervisory authority, in particular whether, and if so to what extent, the controller or processor notified the infringement;"
"Remedies, liability and penalties",General conditions for imposing administrative fines,"where measures referred to in Article 58(2) have previously been ordered against the controller or processor concerned with regard to the same subject-matter, compliance with those measures;"
"Remedies, liability and penalties",General conditions for imposing administrative fines,adherence to approved codes of conduct pursuant to Article 40 or approved certification mechanisms pursuant to Article 42; and
"Remedies, liability and penalties",General conditions for imposing administrative fines,"any other aggravating or mitigating factor applicable to the circumstances of the case, such as financial benefits gained, or losses avoided, directly or indirectly, from the infringement."
"Remedies, liability and penalties",General conditions for imposing administrative fines,"If a controller or processor intentionally or negligently, for the same or linked processing operations, infringes several provisions of this Regulation, the total amount of the administrative fine shall not exceed the amount specified for the gravest infringement."
"Remedies, liability and penalties",General conditions for imposing administrative fines,"Infringements of the following provisions shall, in accordance with paragraph 2, be subject to administrative fines up to 10 000 000 EUR, or in the case of an undertaking, up to 2 % of the total worldwide annual turnover of the preceding financial year, whichever is higher:"
"Remedies, liability and penalties",General conditions for imposing administrative fines,"the obligations of the controller and the processor pursuant to Articles 8, 11, 25 to 39 and 42 and 43;"
"Remedies, liability and penalties",General conditions for imposing administrative fines,the obligations of the certification body pursuant to Articles 42 and 43;
"Remedies, liability and penalties",General conditions for imposing administrative fines,the obligations of the monitoring body pursuant to Article 41(4).
"Remedies, liability and penalties",General conditions for imposing administrative fines,"Infringements of the following provisions shall, in accordance with paragraph 2, be subject to administrative fines up to 20 000 000 EUR, or in the case of an undertaking, up to 4 % of the total worldwide annual turnover of the preceding financial year, whichever is higher:"
"Remedies, liability and penalties",General conditions for imposing administrative fines,"the basic principles for processing, including conditions for consent, pursuant to Articles 5, 6, 7 and 9;"
"Remedies, liability and penalties",General conditions for imposing administrative fines,the data subjects' rights pursuant to Articles 12 to 22;
"Remedies, liability and penalties",General conditions for imposing administrative fines,the transfers of personal data to a recipient in a third country or an international organisation pursuant to Articles 44 to 49;
"Remedies, liability and penalties",General conditions for imposing administrative fines,any obligations pursuant to Member State law adopted under Chapter IX;
"Remedies, liability and penalties",General conditions for imposing administrative fines,non-compliance with an order or a temporary or definitive limitation on processing or the suspension of data flows by the supervisory authority pursuant to Article 58(2) or failure to provide access in violation of Article 58(1).
"Remedies, liability and penalties",General conditions for imposing administrative fines,"Non-compliance with an order by the supervisory authority as referred to in Article 58(2) shall, in accordance with paragraph 2 of this Article, be subject to administrative fines up to 20 000 000 EUR, or in the case of an undertaking, up to 4 % of the total worldwide annual turnover of the preceding financial year, whichever is higher."
"Remedies, liability and penalties",General conditions for imposing administrative fines,"Without prejudice to the corrective powers of supervisory authorities pursuant to Article 58(2), each Member State may lay down the rules on whether and to what extent administrative fines may be imposed on public authorities and bodies established in that Member State."
"Remedies, liability and penalties",General conditions for imposing administrative fines,"The exercise by the supervisory authority of its powers under this Article shall be subject to appropriate procedural safeguards in accordance with Union and Member State law, including effective judicial remedy and due process."
"Remedies, liability and penalties",General conditions for imposing administrative fines,"Where the legal system of the Member State does not provide for administrative fines, this Article may be applied in such a manner that the fine is initiated by the competent supervisory authority and imposed by competent national courts, while ensuring that those legal remedies are effective and have an equivalent effect to the administrative fines imposed by supervisory authorities. In any event, the fines imposed shall be effective, proportionate and dissuasive. Those Member States shall notify to the Commission the provisions of their laws which they adopt pursuant to this paragraph by 25 May 2018 and, without delay, any subsequent amendment law or amendment affecting them."
"Remedies, liability and penalties",Penalties,Member States shall lay down the rules on other penalties applicable to infringements of this Regulation in particular for infringements which are not subject to administrative fines pursuant to
Provisions relating to specific processing situations,Processing and freedom of expression and information,"Member States shall by law reconcile the right to the protection of personal data pursuant to this Regulation with the right to freedom of expression and information, including processing for journalistic purposes and the purposes of academic, artistic or literary expression."
Provisions relating to specific processing situations,Processing and freedom of expression and information,"For processing carried out for journalistic purposes or the purpose of academic artistic or literary expression, Member States shall provide for exemptions or derogations from Chapter II (principles), Chapter III (rights of the data subject), Chapter IV (controller and processor), Chapter V (transfer of personal data to third countries or international organisations), Chapter VI (independent supervisory authorities), Chapter VII (cooperation and consistency) and Chapter IX (specific data processing situations) if they are necessary to reconcile the right to the protection of personal data with the freedom of expression and information."
Provisions relating to specific processing situations,Processing and freedom of expression and information,"Each Member State shall notify to the Commission the provisions of its law which it has adopted pursuant to paragraph 2 and, without delay, any subsequent amendment law or amendment affecting them."
Provisions relating to specific processing situations,Processing and public access to official documents,Personal data in official documents held by a public authority or a public body or a private body for the performance of a task carried out in the public interest may be disclosed by the authority or body in accordance with Union or Member State law to which the public authority or body is subject in order to reconcile public access to official documents with the right to the protection of personal data pursuant to this Regulation.
