chapter,section,article,recital
CHAPTER IV PROCESSING OF PERSONAL DATA BY PUBLIC AUTHORITIES,Section I Rules,"Art. 27. Communication or shared use of personal data from a legal entity of public law to a legal entity of private law shall be communicated to the national authority and shall rely on the consent of the data subject, except:","– when there is shared use of data, which will be given publicity pursuant to item I of the lead sentence of Art. 23 of this Law; or"
CHAPTER IV PROCESSING OF PERSONAL DATA BY PUBLIC AUTHORITIES,Section I Rules,"Art. 27. Communication or shared use of personal data from a legal entity of public law to a legal entity of private law shall be communicated to the national authority and shall rely on the consent of the data subject, except:",– in the exceptions contained in §1 of Art. 26 of this Law.
CHAPTER IV PROCESSING OF PERSONAL DATA BY PUBLIC AUTHORITIES,Section I Rules,"Art. 27. Communication or shared use of personal data from a legal entity of public law to a legal entity of private law shall be communicated to the national authority and shall rely on the consent of the data subject, except:","Sole paragraph. The information to be given to the national authority referred to in this article shall be subject to regulation.” (Included by Law No. 13,853/2019)"
CHAPTER IV PROCESSING OF PERSONAL DATA BY PUBLIC AUTHORITIES,Section I Rules,"Art. 29. The national authority may request, at any time, for bodies and entities of the Public Administration to carry out personal data processing operations, the specific information on the scope and nature of the data and other details of the processing performed","and may issue complementary technical report to ensure compliance with this Law.” (New Wording Given by Law No. 13,853/2019)"
CHAPTER IV PROCESSING OF PERSONAL DATA BY PUBLIC AUTHORITIES,Section II Accountability,"Art. 31. When there is an infringement of this Law as a result of personal data processing by public agencies, the national authority may issue a statement with applicable",measures to stop the violation.
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,- to countries or international organizations that provide a level of protection of personal data that is adequate to the provisions of this Law;
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,"– when the controller offers and proves guarantees of compliance with the principles and the rights of the data subject and the regime of data protection provided in this Law, in the form of:"
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,specific contractual clauses for a given transfer;
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,standard contractual clauses;
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,binding corporate rules6;
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,"regularly issued stamps, certificates and codes of conduct;"
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,"– when the transfer is necessary for international legal cooperation between public intelligence, investigative and prosecutorial agencies, in accordance with the instruments of international law;"
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,– when the transfer is necessary to protect the life or physical safety of the data subject or of a third party;
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,V– when the national authority authorizes the transfer;
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,– when the transfer results in a commitment undertaken through international cooperation;
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,– when the transfer is necessary for the execution of a public policy or legal
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,"6 Following the language of General Data Protection Regulation, we translated “normas corporativas globais” as “binding corporate rules”, also known as BCRs (Translator’s Note)."
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,"attribution of public service, which shall be publicized pursuant to item I of the lead sentence of Art. 23 of this Law;"
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,"– when the data subject has given her/his specific and highlighted consent for the transfer, with prior information about the international nature of the operation, with this being clearly distinct from other purposes; or"
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,"– when it is necessary to satisfy the situations provided in items II, V and VI of Art. 7 of this Law."
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,Art. 33. International transfer of personal data is only allowed in the following cases:,"Sole paragraph. For purposes of item I of this article, the legal entities of public law referred to in the sole paragraph of Art. 1 of Law No. 12,527, of November 18, 2011 (the “Brazilian Access to Information Law”), within their legal capabilities, and those parties accountable, within the scope of their activities, may request the national authority to evaluate the level of protection of personal data provided by a country or international organization."
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,"Art. 34. The level of data protection in the foreign country or international organization referred to in item I of the lead sentence of Art. 33 of this Law shall be evaluated by the national authority, which shall take into consideration:",– the general and sectorial rules of legislation in force in the receiving country or international organization;
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,"Art. 34. The level of data protection in the foreign country or international organization referred to in item I of the lead sentence of Art. 33 of this Law shall be evaluated by the national authority, which shall take into consideration:",– the nature of the data;
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,"Art. 34. The level of data protection in the foreign country or international organization referred to in item I of the lead sentence of Art. 33 of this Law shall be evaluated by the national authority, which shall take into consideration:",– the compliance with the general principles of personal data protection and data subjects’ rights as provided in this Law;
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,"Art. 34. The level of data protection in the foreign country or international organization referred to in item I of the lead sentence of Art. 33 of this Law shall be evaluated by the national authority, which shall take into consideration:",– the adoption of security measures as provided in regulation;
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,"Art. 34. The level of data protection in the foreign country or international organization referred to in item I of the lead sentence of Art. 33 of this Law shall be evaluated by the national authority, which shall take into consideration:",– the existence of judicial and institutional guarantees for respecting the rights concerning personal data protection; and
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,"Art. 34. The level of data protection in the foreign country or international organization referred to in item I of the lead sentence of Art. 33 of this Law shall be evaluated by the national authority, which shall take into consideration:",– other specific circumstances relating to the transfer.
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,"Art. 35. The definition of the content of standard contractual clauses, as well as the verification of specific contractual clauses for a particular transfer, binding corporate rules or stamps, certificates and codes of conduct, referred to in item II of the lead sentence of Art. 33 of this Law, will be done by the national authority.","§1 To verify the provision of the lead sentence of this article, one must consider the"
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,"Art. 35. The definition of the content of standard contractual clauses, as well as the verification of specific contractual clauses for a particular transfer, binding corporate rules or stamps, certificates and codes of conduct, referred to in item II of the lead sentence of Art. 33 of this Law, will be done by the national authority.","requirements, conditions and minimum guarantees for the transfer that are in accordance with the rights, guarantees and principles of this Law."
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,"Art. 35. The definition of the content of standard contractual clauses, as well as the verification of specific contractual clauses for a particular transfer, binding corporate rules or stamps, certificates and codes of conduct, referred to in item II of the lead sentence of Art. 33 of this Law, will be done by the national authority.","§2 Analysis of contractual clauses, documents or global corporate rules submitted to the national authority for approval, supplementary information or due diligences performed for verification of the processing operations may be required, when necessary."
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,"Art. 35. The definition of the content of standard contractual clauses, as well as the verification of specific contractual clauses for a particular transfer, binding corporate rules or stamps, certificates and codes of conduct, referred to in item II of the lead sentence of Art. 33 of this Law, will be done by the national authority.","§3 The national authority may designate certification entities to carry out the provisions of the lead sentence of this article, which shall remain under their inspection and subject to the terms defined in regulation."
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,"Art. 35. The definition of the content of standard contractual clauses, as well as the verification of specific contractual clauses for a particular transfer, binding corporate rules or stamps, certificates and codes of conduct, referred to in item II of the lead sentence of Art. 33 of this Law, will be done by the national authority.","§4 Acts carried out by certification entities may be reviewed by the national authority and, if they are not in compliance with this Law, submitted for revision or voided."
CHAPTER V INTERNATIONAL TRANSFER OF DATA,undefined,"Art. 35. The definition of the content of standard contractual clauses, as well as the verification of specific contractual clauses for a particular transfer, binding corporate rules or stamps, certificates and codes of conduct, referred to in item II of the lead sentence of Art. 33 of this Law, will be done by the national authority.","§5 Guarantees that are sufficient for compliance with the general principles of protection and data subject’s rights referred to in the lead sentence of this article shall also be analyzed in accordance with the technical and organizational measures adopted by the processor, according to the provisions of §§1 and 2 of Art. 46 of this Law."
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section I Controller and Processor,"Art. 38. The national authority may determine that the controller must prepare a data protection impact assessment, which shall include personal data, sensitive data, and refer to its data processing operations, pursuant to regulations, subject to commercial and industrial secrecy.","Sole paragraph. Subject to the provisions of the lead sentence of this article, the report"
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section I Controller and Processor,"Art. 38. The national authority may determine that the controller must prepare a data protection impact assessment, which shall include personal data, sensitive data, and refer to its data processing operations, pursuant to regulations, subject to commercial and industrial secrecy.","must contain at least a description of the types of data collected, the methodology used for collection and for ensuring the security of the information, and the analysis of the controller regarding the adopted measures, safeguards and mechanisms of risk mitigation."
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section II Data Protection Officer,Art. 41. The controller shall appoint a data protection officer to be in charge of processing personal data.,"§1 The identity and contact information of the data protection officer shall be publicly disclosed, in a clear and objective manner, preferably on the controller’s website."
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section II Data Protection Officer,Art. 41. The controller shall appoint a data protection officer to be in charge of processing personal data.,§2 Data Protection Officer’s activities consist of:
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section II Data Protection Officer,Art. 41. The controller shall appoint a data protection officer to be in charge of processing personal data.,"– accepting complaints and communications from data subjects, providing explanations and adopting measures;"
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section II Data Protection Officer,Art. 41. The controller shall appoint a data protection officer to be in charge of processing personal data.,– receiving communications from the national authority and adopting measures;
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section II Data Protection Officer,Art. 41. The controller shall appoint a data protection officer to be in charge of processing personal data.,– orienting entity’s employees and contractors regarding practices to be taken in relation to personal data protection; and
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section II Data Protection Officer,Art. 41. The controller shall appoint a data protection officer to be in charge of processing personal data.,– carrying out other duties as determined by the controller or set forth in complementary rules.
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section II Data Protection Officer,Art. 41. The controller shall appoint a data protection officer to be in charge of processing personal data.,"§3 The national authority may establish complementary rules about the definition and the duties of the data protection officer, including situations in which the appointment of such person may be waived, according to the nature and the size of the entity or the volume of data processing operations."
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section II Data Protection Officer,Art. 41. The controller shall appoint a data protection officer to be in charge of processing personal data.,"§4 (vetoed). (Included by Law No. 13,853/2019)"
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,Art. 41. The controller shall appoint a data protection officer to be in charge of processing personal data.,Liability and Loss Compensation
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,"Art. 42. The controller or the processor that, as a result of carrying out their activity of processing personal data, cause material, moral, individual or collective damage to others, in violation of legislation for the protection of personal data, are obligated to redress it.",§1 In order to ensure the effective compensation to the data subject:
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,"Art. 42. The controller or the processor that, as a result of carrying out their activity of processing personal data, cause material, moral, individual or collective damage to others, in violation of legislation for the protection of personal data, are obligated to redress it.","– processors are jointly liable for damages caused by the processing when they do not comply with the obligations of data protection legislation or when they have not followed controller’s lawful instructions. In this last case, the processor is deemed equivalent to the controller, save from cases of exclusion as provided in Art. 43 of this Law;"
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,"Art. 42. The controller or the processor that, as a result of carrying out their activity of processing personal data, cause material, moral, individual or collective damage to others, in violation of legislation for the protection of personal data, are obligated to redress it.","– controllers directly involved in the processing from which damages resulted to the data subject shall jointly answer, save from cases of exclusion as provided in Art. 43 of this Law."
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,"Art. 42. The controller or the processor that, as a result of carrying out their activity of processing personal data, cause material, moral, individual or collective damage to others, in violation of legislation for the protection of personal data, are obligated to redress it.","§2 The judge, in a civil lawsuit, at her/his discretion, may reverse the burden of proof in favor of the data subject when the allegation appears to be true, there are no funds for the purpose of producing evidence or when production of evidence by the data subject would be overly burdensome."
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,"Art. 42. The controller or the processor that, as a result of carrying out their activity of processing personal data, cause material, moral, individual or collective damage to others, in violation of legislation for the protection of personal data, are obligated to redress it.","§3 Lawsuits for compensation for collective damages, pursuant to the terms of the lead sentence of this article regarding liability, may be filed collectively in court, subject to the provisions of related legislation."
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,"Art. 42. The controller or the processor that, as a result of carrying out their activity of processing personal data, cause material, moral, individual or collective damage to others, in violation of legislation for the protection of personal data, are obligated to redress it.","§4 Anyone who pays compensation for damages to the data subject has the right to demand compensation from the other liable parties, to the extent of their participation in the damaging event."
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,Art. 43. Processing agents shall not be held liable only when they prove that:,– they did not carry out the personal data processing that is attributed to them;
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,Art. 43. Processing agents shall not be held liable only when they prove that:,"– although they did carry out the processing of personal data that is attributed to them, there was no violation of the data protection legislation; or"
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,Art. 43. Processing agents shall not be held liable only when they prove that:,– the damage arises from the exclusive fault of the data subject or a third party.
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,"Art. 44. Processing of personal data shall be deemed irregular when it does not obey the legislation or when it does not provide the security that its data subject can expect, considering the relevant circumstances of the processing, among which are:",– the way in which the processing was carried out;
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,"Art. 44. Processing of personal data shall be deemed irregular when it does not obey the legislation or when it does not provide the security that its data subject can expect, considering the relevant circumstances of the processing, among which are:",– the result and the risks that one can reasonably expect of it;
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,"Art. 44. Processing of personal data shall be deemed irregular when it does not obey the legislation or when it does not provide the security that its data subject can expect, considering the relevant circumstances of the processing, among which are:",– the techniques for processing personal data available at the time it was carried
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,"Art. 44. Processing of personal data shall be deemed irregular when it does not obey the legislation or when it does not provide the security that its data subject can expect, considering the relevant circumstances of the processing, among which are:",out.
CHAPTER VI PERSONAL DATA PROCESSING AGENTS,Section III,"Art. 44. Processing of personal data shall be deemed irregular when it does not obey the legislation or when it does not provide the security that its data subject can expect, considering the relevant circumstances of the processing, among which are:",Sole paragraph. The controller or the processor who neglect to adopt the security measures provided in Art. 46 of this Law shall be held liable for damages caused by the violation of the security.
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,"Art. 46. Processing agents shall adopt security, technical and administrative measures able to protect personal data from unauthorized accesses and accidental or unlawful situations of destruction, loss, alteration, communication or any type of improper or unlawful processing.","§1 The national authority may provide minimum technical standards to make the provisions of the lead sentence of this article applicable, taking into account the nature of the"
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,"Art. 46. Processing agents shall adopt security, technical and administrative measures able to protect personal data from unauthorized accesses and accidental or unlawful situations of destruction, loss, alteration, communication or any type of improper or unlawful processing.","processed information, the specific characteristics of the processing and the current state of technology, especially in the case of sensitive personal data, as well as the principles provided in the lead sentence of Art. 6 of this Law."
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,"Art. 46. Processing agents shall adopt security, technical and administrative measures able to protect personal data from unauthorized accesses and accidental or unlawful situations of destruction, loss, alteration, communication or any type of improper or unlawful processing.",§2 The measures mentioned in the lead sentence of this article shall be complied with as from the conception phase of the product or service until its execution.
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,Art. 48. The controller must communicate to the national authority and to the data subject the occurrence of a security incident that may create risk or relevant damage to the data subjects.,"§1 The communication shall be done in a reasonable time period, as defined by the national authority, and shall contain, at the very least:"
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,Art. 48. The controller must communicate to the national authority and to the data subject the occurrence of a security incident that may create risk or relevant damage to the data subjects.,I – a description of the nature of the affected personal data; II – information on the data subjects involved;
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,Art. 48. The controller must communicate to the national authority and to the data subject the occurrence of a security incident that may create risk or relevant damage to the data subjects.,"– an indication of the technical and security measures used to protect the data, subject to commercial and industrial secrecy;"
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,Art. 48. The controller must communicate to the national authority and to the data subject the occurrence of a security incident that may create risk or relevant damage to the data subjects.,– the risks related to the incident;
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,Art. 48. The controller must communicate to the national authority and to the data subject the occurrence of a security incident that may create risk or relevant damage to the data subjects.,"– the reasons for delay, in cases in which communication was not immediate; and VI – the measures that were or will be adopted to reverse or mitigate the effects"
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,Art. 48. The controller must communicate to the national authority and to the data subject the occurrence of a security incident that may create risk or relevant damage to the data subjects.,of the damage.
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,Art. 48. The controller must communicate to the national authority and to the data subject the occurrence of a security incident that may create risk or relevant damage to the data subjects.,"§2 The national authority shall verify the seriousness of the incident if necessary to safeguard the data subjects’ rights, it may order the controller to adopt measures, such as:"
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,Art. 48. The controller must communicate to the national authority and to the data subject the occurrence of a security incident that may create risk or relevant damage to the data subjects.,– broad disclosure of the event in communications media; and
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,Art. 48. The controller must communicate to the national authority and to the data subject the occurrence of a security incident that may create risk or relevant damage to the data subjects.,– measures to reverse or mitigate the effects of the incident.
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,Art. 48. The controller must communicate to the national authority and to the data subject the occurrence of a security incident that may create risk or relevant damage to the data subjects.,"§3 When judging the severity of the incident, there will be an analysis of eventual demonstrations that, within the scope and the technical limits of the services, adequate technical measures were adopted to render the affected personal data unintelligible to third"
CHAPTER VII SECURITY AND GOOD PRACTICES,Section I Security and Secrecy of Data,Art. 48. The controller must communicate to the national authority and to the data subject the occurrence of a security incident that may create risk or relevant damage to the data subjects.,parties who were not authorized to access them.
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.","§1 When establishing rules of good practices, the controller and the processor shall take into consideration, regarding the processing and the data, the nature, scope, purpose and probability and seriousness of the risks and the benefits that will result from the processing of the data subject’s data."
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.","§2 When applying the principles mentioned in items VII and VIII of the lead sentence of Art. 6 of this Law, and subject to the structure, scale and volume of her/his operations, as well as the sensitivity of the processed data and the probability and seriousness of the damages to data subjects, the controller may:"
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.","– implement governance program for privacy that, at the very least:"
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.",demonstrate the controller’s commitment to adopt internal procedures and policies that ensure broad compliance with rules and good practices regarding the protection of personal data;
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.","are applicable to the entire set of personal data under her/his control, irrespective of the means used to collect them;"
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.","are adapted to the structure, scale and volume of her/his operations, as well as to the sensitivity of the processed data;"
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.",establish adequate policies and safeguards based on a process of systematic evaluation of the impacts and risks to privacy;
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.","have the purpose of establishing a relationship of trust with the data subject, by means of transparent operation and that ensure mechanisms for the data subject to participate;"
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.",are integrated into its general governance structure and establish and apply internal and external mechanisms of supervision;
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.",have plans for response to incidents and solutions; and
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.",are constantly updated based on information obtained from continuous monitoring and periodic evaluations;
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.","– demonstrate the effectiveness of her/his privacy governance program when appropriate and, especially, at the request of the national authority or other entity responsible for promoting compliance with good practices or codes of conduct, which, independently, promote compliance with this Law."
CHAPTER VII SECURITY AND GOOD PRACTICES,Section II Good Practice and Governance,"Art. 50. Controllers and processors, within the scope of their functions, concerning the processing of personal data, individually or by associations, may formulate rules for good practices and governance that set forth conditions of organization, a regime of operation, the procedures, including those for complaints and petitions from data subjects, security norms, technical standards, specific obligations for the various parties involved in the processing, educational activities, internal mechanisms of supervision and risk mitigation and other aspects related to the processing of personal data.",§3 Rules of good practice and governance shall be published and updated periodically and may be recognized and disclosed by the national authority.
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","– warning, with an indication of the time period for adopting corrective measures;"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","– simple fine of up to two percent (2%) of a private legal entity’s, group or conglomerate revenues in Brazil, for the prior financial year, excluding taxes, up to a total maximum of fifty million reais (R$ 50,000,000.00) per infraction;"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","– daily fine, subject to the total maximum referred to in item II;"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:",– disclosure and publicization of the infraction once it has been duly ascertained and its occurrence has been confirmed;
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:",– blocking of the personal data to which the infraction refers to until its regularization;
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:",– deletion of the personal data to which the infraction refers to; VII – (vetoed);
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:",VIII – (vetoed); IX – (vetoed);
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","– partial suspension of the operation of the database related to the infraction for a maximum period of 6 (six) months, extendable for the same period, until the normalization of the processing activity by the controller; (Included by Law No. 13,853/2019)"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","– suspension of the personal data processing activity related to the infraction for a maximum period of 6 (six) months, extendable for the same period; (Included by Law No. 13,853/2019)"
CHAPTER VIII MONITORING,Section I Administrative Sanctions,"Art. 52. Data processing agents that commit infractions of the rules provided in this Law are subject to the following administrative sanctions, to be applied by the national authority:","– partial or total prohibition of activities related to data processing. (Included by Law No. 13,853/2019)"
